사용일자,호선명,역명,승차 총 승객수,하차 총 승객수,승하차 총 승객수,등록일자
20201201,8호선,가락시장,7050,7931,14981,20201204
20201201,8호선,석촌,6902,7846,14748,20201204
20201201,8호선,잠실(송파구청),11865,13466,25331,20201204
20201201,8호선,몽촌토성(평화의문),4986,5191,10177,20201204
20201201,8호선,강동구청,9548,10062,19610,20201204
20201201,8호선,천호(풍납토성),13945,15417,29362,20201204
20201201,8호선,암사,17412,15561,32973,20201204
20201201,7호선,부평구청,10767,8840,19607,20201204
20201201,7호선,굴포천,7829,8399,16228,20201204
20201201,7호선,삼산체육관,4294,3939,8233,20201204
20201201,7호선,상동,10895,11272,22167,20201204
20201201,7호선,부천시청,10825,10794,21619,20201204
20201201,7호선,신중동,12868,12693,25561,20201204
20201201,7호선,춘의,9205,9050,18255,20201204
20201201,7호선,부천종합운동장,4053,3554,7607,20201204
20201201,7호선,까치울,6742,6430,13172,20201204
20201201,7호선,온수(성공회대입구),9748,8989,18737,20201204
20201201,7호선,천왕,9999,9567,19566,20201204
20201201,7호선,광명사거리,20575,20392,40967,20201204
20201201,7호선,철산,19363,19712,39075,20201204
20201201,7호선,가산디지털단지,44949,45150,90099,20201204
20201201,7호선,남구로,15568,16486,32054,20201204
20201201,7호선,대림(구로구청),7089,7022,14111,20201204
20201201,7호선,신풍,10591,10106,20697,20201204
20201201,7호선,보라매,8882,8833,17715,20201204
20201201,7호선,신대방삼거리,15043,14798,29841,20201204
20201201,7호선,장승배기,8839,8751,17590,20201204
20201201,7호선,상도,9408,9331,18739,20201204
20201201,7호선,숭실대입구(살피재),10627,10924,21551,20201204
20201201,7호선,남성,10330,9604,19934,20201204
20201201,7호선,이수,13558,13210,26768,20201204
20201201,7호선,내방,13418,13710,27128,20201204
20201201,7호선,고속터미널,12827,11346,24173,20201204
20201201,7호선,반포,4941,4801,9742,20201204
20201201,7호선,논현,18859,20020,38879,20201204
20201201,7호선,학동,23092,24310,47402,20201204
20201201,7호선,강남구청,14794,16026,30820,20201204
20201201,7호선,청담,18453,20299,38752,20201204
20201201,7호선,뚝섬유원지,6307,6205,12512,20201204
20201201,7호선,건대입구,10250,10482,20732,20201204
20201201,7호선,어린이대공원(세종대),10520,10387,20907,20201204
20201201,7호선,군자(능동),13191,10727,23918,20201204
20201201,7호선,중곡,9010,8568,17578,20201204
20201201,7호선,용마산(용마폭포공원),5570,5387,10957,20201204
20201201,7호선,사가정,15084,15033,30117,20201204
20201201,7호선,면목,14295,14021,28316,20201204
20201201,7호선,상봉(시외버스터미널),15332,14471,29803,20201204
20201201,7호선,중화,9937,9901,19838,20201204
20201201,7호선,먹골,9152,9047,18199,20201204
20201201,7호선,태릉입구,7243,6708,13951,20201204
20201201,7호선,공릉(서울과학기술대),9989,10210,20199,20201204
20201201,7호선,하계,15586,14864,30450,20201204
20201201,7호선,중계,12919,11943,24862,20201204
20201201,7호선,노원,16358,17226,33584,20201204
20201201,7호선,마들,10995,10615,21610,20201204
20201201,7호선,수락산,11269,11437,22706,20201204
20201201,7호선,도봉산,8317,9876,18193,20201204
20201201,7호선,장암,2173,811,2984,20201204
20201201,6호선,봉화산(서울의료원),8193,7618,15811,20201204
20201201,6호선,화랑대(서울여대입구),10295,8033,18328,20201204
20201201,6호선,태릉입구,4766,5281,10047,20201204
20201201,6호선,석계,11230,11217,22447,20201204
20201201,6호선,돌곶이,7912,7397,15309,20201204
20201201,6호선,상월곡(한국과학기술연구원),5770,5202,10972,20201204
20201201,6호선,월곡(동덕여대),10031,9987,20018,20201204
20201201,6호선,고려대(종암),6695,6476,13171,20201204
20201201,6호선,안암(고대병원앞),8349,8448,16797,20201204
20201201,6호선,보문,6500,5986,12486,20201204
20201201,6호선,창신,3216,2632,5848,20201204
20201201,6호선,동묘앞,7083,7184,14267,20201204
20201201,6호선,신당,6812,7254,14066,20201204
20201201,6호선,청구,3467,3719,7186,20201204
20201201,6호선,약수,3208,3212,6420,20201204
20201201,6호선,버티고개,2021,1916,3937,20201204
20201201,6호선,한강진,5868,6632,12500,20201204
20201201,6호선,이태원,7108,7298,14406,20201204
20201201,6호선,녹사평(용산구청),3620,3488,7108,20201204
20201201,6호선,삼각지,4799,4354,9153,20201204
20201201,6호선,효창공원앞,6177,5696,11873,20201204
20201201,6호선,공덕,16587,15840,32427,20201204
20201201,6호선,대흥(서강대앞),6913,7143,14056,20201204
20201201,6호선,광흥창(서강),7780,7588,15368,20201204
20201201,6호선,상수,5982,6434,12416,20201204
20201201,6호선,합정,10515,10233,20748,20201204
20201201,6호선,망원,11676,12754,24430,20201204
20201201,6호선,마포구청,12745,11657,24402,20201204
20201201,6호선,월드컵경기장(성산),3963,4113,8076,20201204
20201201,6호선,디지털미디어시티,12646,13839,26485,20201204
20201201,6호선,증산(명지대앞),9154,9052,18206,20201204
20201201,6호선,새절(신사),11575,10867,22442,20201204
20201201,6호선,구산,6269,4945,11214,20201204
20201201,6호선,독바위,2535,2688,5223,20201204
20201201,6호선,불광,3911,4040,7951,20201204
20201201,6호선,역촌,3397,3848,7245,20201204
20201201,6호선,응암,16102,15985,32087,20201204
20201201,5호선,하남풍산,4246,4301,8547,20201204
20201201,5호선,미사,11848,11796,23644,20201204
20201201,5호선,마천,5354,5380,10734,20201204
20201201,5호선,거여,7233,6840,14073,20201204
20201201,5호선,개롱,5569,5899,11468,20201204
20201201,5호선,오금,3393,3337,6730,20201204
20201201,5호선,방이,6096,6380,12476,20201204
20201201,5호선,올림픽공원(한국체대),3551,3000,6551,20201204
20201201,5호선,둔촌동,7441,7584,15025,20201204
20201201,5호선,상일동,14459,13215,27674,20201204
20201201,5호선,고덕,7839,7728,15567,20201204
20201201,5호선,명일,7605,7865,15470,20201204
20201201,5호선,굽은다리(강동구민회관앞),8354,8012,16366,20201204
20201201,5호선,길동,7040,7450,14490,20201204
20201201,5호선,강동,17569,16418,33987,20201204
20201201,5호선,천호(풍납토성),15532,15663,31195,20201204
20201201,5호선,광나루(장신대),11395,10379,21774,20201204
20201201,5호선,아차산(어린이대공원후문),12291,12352,24643,20201204
20201201,5호선,군자(능동),9823,10556,20379,20201204
20201201,5호선,장한평,16862,16854,33716,20201204
20201201,5호선,답십리,14678,13536,28214,20201204
20201201,5호선,마장,4975,4643,9618,20201204
20201201,5호선,왕십리(성동구청),3862,4225,8087,20201204
20201201,5호선,행당,7418,6627,14045,20201204
20201201,5호선,신금호,5349,5619,10968,20201204
20201201,5호선,청구,3709,3444,7153,20201204
20201201,5호선,동대문역사문화공원(DDP),2826,3147,5973,20201204
20201201,5호선,을지로4가,5735,5857,11592,20201204
20201201,5호선,종로3가,9245,9151,18396,20201204
20201201,5호선,광화문(세종문화회관),27490,28461,55951,20201204
20201201,5호선,서대문,16701,17041,33742,20201204
20201201,5호선,충정로(경기대입구),4619,4639,9258,20201204
20201201,5호선,애오개,5896,6105,12001,20201204
20201201,5호선,공덕,12887,13582,26469,20201204
20201201,5호선,마포,12973,13291,26264,20201204
20201201,5호선,여의나루,5684,5890,11574,20201204
20201201,5호선,여의도,24486,25151,49637,20201204
20201201,5호선,신길,3466,3941,7407,20201204
20201201,5호선,영등포시장,8263,8627,16890,20201204
20201201,5호선,영등포구청,3734,3807,7541,20201204
20201201,5호선,양평,6775,6866,13641,20201204
20201201,5호선,오목교(목동운동장앞),19283,20852,40135,20201204
20201201,5호선,목동,15196,16945,32141,20201204
20201201,5호선,신정(은행정),12928,10204,23132,20201204
20201201,5호선,까치산,25706,24684,50390,20201204
20201201,5호선,화곡,25392,23960,49352,20201204
20201201,5호선,우장산,11894,12048,23942,20201204
20201201,5호선,발산,16165,16409,32574,20201204
20201201,5호선,마곡,8192,7983,16175,20201204
20201201,5호선,송정,5830,5406,11236,20201204
20201201,5호선,김포공항,5297,5038,10335,20201204
20201201,5호선,개화산,4578,4419,8997,20201204
20201201,5호선,방화,5930,5663,11593,20201204
20201201,4호선,쌍문,27043,24814,51857,20201204
20201201,4호선,창동,22754,24336,47090,20201204
20201201,4호선,노원,16123,18200,34323,20201204
20201201,4호선,상계,17094,15925,33019,20201204
20201201,4호선,당고개,11282,10384,21666,20201204
20201201,4호선,남태령,974,860,1834,20201204
20201201,4호선,사당,20618,17238,37856,20201204
20201201,4호선,총신대입구(이수),16409,17954,34363,20201204
20201201,4호선,동작(현충원),2138,2253,4391,20201204
20201201,4호선,이촌(국립중앙박물관),6113,6757,12870,20201204
20201201,4호선,신용산,12202,12698,24900,20201204
20201201,4호선,삼각지,4099,4359,8458,20201204
20201201,4호선,숙대입구(갈월),10848,10682,21530,20201204
20201201,4호선,서울역,9570,12041,21611,20201204
20201201,4호선,회현(남대문시장),21323,22155,43478,20201204
20201201,4호선,명동,15219,15529,30748,20201204
20201201,4호선,충무로,24259,24877,49136,20201204
20201201,4호선,동대문역사문화공원(DDP),13212,12522,25734,20201204
20201201,4호선,동대문,18430,18667,37097,20201204
20201201,4호선,혜화,25299,25091,50390,20201204
20201201,4호선,한성대입구(삼선교),11733,11619,23352,20201204
20201201,4호선,성신여대입구(돈암),16706,16160,32866,20201204
20201201,4호선,길음,17946,17638,35584,20201204
20201201,4호선,미아사거리,24722,24246,48968,20201204
20201201,4호선,미아(서울사이버대학),13503,13262,26765,20201204
20201201,4호선,수유(강북구청),30691,30608,61299,20201204
20201201,3호선,오금,5621,4994,10615,20201204
20201201,3호선,경찰병원,6969,7089,14058,20201204
20201201,3호선,가락시장,8172,7954,16126,20201204
20201201,3호선,수서,13695,13992,27687,20201204
20201201,3호선,일원,8669,8507,17176,20201204
20201201,3호선,대청,8529,7878,16407,20201204
20201201,3호선,학여울,1566,1578,3144,20201204
20201201,3호선,대치,8758,8800,17558,20201204
20201201,3호선,도곡,4788,4787,9575,20201204
20201201,3호선,매봉,11519,10902,22421,20201204
20201201,3호선,양재(서초구청),34668,37303,71971,20201204
20201201,3호선,남부터미널(예술의전당),24971,25765,50736,20201204
20201201,3호선,교대(법원.검찰청),12384,8337,20721,20201204
20201201,3호선,고속터미널,30320,28993,59313,20201204
20201201,3호선,신사,25702,27050,52752,20201204
20201201,3호선,압구정,27951,29556,57507,20201204
20201201,3호선,옥수,7925,8232,16157,20201204
20201201,3호선,금호,7090,6783,13873,20201204
20201201,3호선,약수,11339,11211,22550,20201204
20201201,3호선,동대입구,6436,6737,13173,20201204
20201201,3호선,을지로3가,9447,9731,19178,20201204
20201201,3호선,종로3가,8799,10033,18832,20201204
20201201,3호선,안국,16326,16595,32921,20201204
20201201,3호선,경복궁(정부서울청사),15472,15133,30605,20201204
20201201,3호선,독립문,6381,6536,12917,20201204
20201201,3호선,무악재,3537,3597,7134,20201204
20201201,3호선,홍제,15292,14749,30041,20201204
20201201,3호선,녹번,13440,12605,26045,20201204
20201201,3호선,불광,14888,15917,30805,20201204
20201201,3호선,연신내,33155,31236,64391,20201204
20201201,3호선,구파발,18233,17136,35369,20201204
20201201,3호선,지축,2946,2912,5858,20201204
20201201,2호선,용두(동대문구청),2131,2176,4307,20201204
20201201,2호선,신정네거리,8671,9112,17783,20201204
20201201,2호선,양천구청,5916,6424,12340,20201204
20201201,2호선,도림천,1176,1277,2453,20201204
20201201,2호선,신설동,2730,2800,5530,20201204
20201201,2호선,신답,1424,1693,3117,20201204
20201201,2호선,용답,2360,2324,4684,20201204
20201201,2호선,충정로(경기대입구),9431,9970,19401,20201204
20201201,2호선,아현,8906,8691,17597,20201204
20201201,2호선,이대,10541,10852,21393,20201204
20201201,2호선,신촌,25380,26304,51684,20201204
20201201,2호선,홍대입구,36787,37900,74687,20201204
20201201,2호선,합정,24727,25681,50408,20201204
20201201,2호선,당산,16766,19676,36442,20201204
20201201,2호선,영등포구청,21335,21572,42907,20201204
20201201,2호선,문래,19121,19476,38597,20201204
20201201,2호선,신도림,42449,41177,83626,20201204
20201201,2호선,대림(구로구청),23100,23684,46784,20201204
20201201,2호선,구로디지털단지,55583,56033,111616,20201204
20201201,2호선,신대방,23816,23591,47407,20201204
20201201,2호선,신림,56607,55210,111817,20201204
20201201,2호선,봉천,22110,20675,42785,20201204
20201201,2호선,서울대입구(관악구청),41094,40295,81389,20201204
20201201,2호선,낙성대(강감찬),24017,23773,47790,20201204
20201201,2호선,사당,30669,33303,63972,20201204
20201201,2호선,방배,15030,15510,30540,20201204
20201201,2호선,서초,19284,19281,38565,20201204
20201201,2호선,교대(법원.검찰청),30913,34285,65198,20201204
20201201,2호선,강남,71889,69871,141760,20201204
20201201,2호선,역삼,46072,50080,96152,20201204
20201201,2호선,선릉,51866,45860,97726,20201204
20201201,2호선,삼성(무역센터),44475,44912,89387,20201204
20201201,2호선,종합운동장,5919,6368,12287,20201204
20201201,2호선,잠실새내,17070,16920,33990,20201204
20201201,2호선,잠실(송파구청),53069,53450,106519,20201204
20201201,2호선,잠실나루,13034,12599,25633,20201204
20201201,2호선,강변(동서울터미널),24981,24822,49803,20201204
20201201,2호선,구의(광진구청),20985,20788,41773,20201204
20201201,2호선,건대입구,26873,28594,55467,20201204
20201201,2호선,성수,30904,33371,64275,20201204
20201201,2호선,뚝섬,18018,19439,37457,20201204
20201201,2호선,한양대,6047,6268,12315,20201204
20201201,2호선,왕십리(성동구청),12862,10412,23274,20201204
20201201,2호선,상왕십리,12345,12172,24517,20201204
20201201,2호선,신당,12172,12561,24733,20201204
20201201,2호선,동대문역사문화공원(DDP),10157,11201,21358,20201204
20201201,2호선,을지로4가,12533,12080,24613,20201204
20201201,2호선,을지로3가,18606,18234,36840,20201204
20201201,2호선,을지로입구,35604,35841,71445,20201204
20201201,2호선,시청,21709,21024,42733,20201204
20201201,1호선,청량리(서울시립대입구),18035,18007,36042,20201204
20201201,1호선,제기동,15436,15902,31338,20201204
20201201,1호선,신설동,12591,12337,24928,20201204
20201201,1호선,동대문,9633,9282,18915,20201204
20201201,1호선,종로5가,19797,19485,39282,20201204
20201201,1호선,종로3가,21112,19187,40299,20201204
20201201,1호선,종각,30900,30029,60929,20201204
20201201,1호선,시청,19416,19293,38709,20201204
20201201,1호선,동묘앞,7174,7260,14434,20201204
20201201,1호선,서울역,34223,32123,66346,20201204
20201201,3호선,잠원,4130,4123,8253,20201204
20201201,중앙선,지평,32,28,60,20201204
20201201,중앙선,용문,1215,1311,2526,20201204
20201201,중앙선,원덕,284,252,536,20201204
20201201,중앙선,양평,1917,1909,3826,20201204
20201201,중앙선,오빈,242,238,480,20201204
20201201,중앙선,아신,422,433,855,20201204
20201201,중앙선,국수,492,518,1010,20201204
20201201,중앙선,신원,156,156,312,20201204
20201201,중앙선,양수,1409,1344,2753,20201204
20201201,중앙선,운길산,486,469,955,20201204
20201201,중앙선,팔당,627,613,1240,20201204
20201201,중앙선,도심,2177,1655,3832,20201204
20201201,중앙선,덕소,4793,4890,9683,20201204
20201201,9호선,증미,6464,6631,13095,20201204
20201201,중앙선,양정,745,625,1370,20201204
20201201,중앙선,양원,1356,1358,2714,20201204
20201201,중앙선,망우,6633,6539,13172,20201204
20201201,중앙선,상봉(시외버스터미널),5150,4963,10113,20201204
20201201,중앙선,중랑,4847,4682,9529,20201204
20201201,중앙선,회기,20349,19825,40174,20201204
20201201,장항선,신창(순천향대),1183,1222,2405,20201204
20201201,장항선,온양온천,2645,2643,5288,20201204
20201201,장항선,배방,750,733,1483,20201204
20201201,장항선,아산,2052,1877,3929,20201204
20201201,장항선,쌍용(나사렛대),1725,1597,3322,20201204
20201201,장항선,봉명,1077,1061,2138,20201204
20201201,일산선,대화,11557,8926,20483,20201204
20201201,일산선,주엽,7669,7674,15343,20201204
20201201,일산선,정발산,5798,5715,11513,20201204
20201201,일산선,마두,6652,6920,13572,20201204
20201201,일산선,백석,8861,8996,17857,20201204
20201201,일산선,대곡,1586,1156,2742,20201204
20201201,일산선,화정,14390,15082,29472,20201204
20201201,중앙선,도농,8655,7819,16474,20201204
20201201,일산선,원당,9950,9641,19591,20201204
20201201,일산선,삼송,15917,15659,31576,20201204
20201201,일산선,원흥,8262,7930,16192,20201204
20201201,우이신설선,신설동,2160,2055,4215,20201204
20201201,우이신설선,보문,1317,1305,2622,20201204
20201201,우이신설선,성신여대입구(돈암),2616,2841,5457,20201204
20201201,우이신설선,정릉,3871,3755,7626,20201204
20201201,우이신설선,북한산보국문,5091,5051,10142,20201204
20201201,우이신설선,솔샘,5048,4818,9866,20201204
20201201,우이신설선,삼양사거리,2164,2224,4388,20201204
20201201,우이신설선,삼양,1744,1955,3699,20201204
20201201,우이신설선,화계,2937,2891,5828,20201204
20201201,우이신설선,가오리,3540,3592,7132,20201204
20201201,우이신설선,4.19민주묘지,2374,2427,4801,20201204
20201201,우이신설선,솔밭공원,2139,2107,4246,20201204
20201201,우이신설선,북한산우이,2088,1769,3857,20201204
20201201,안산선,수리산,3910,3242,7152,20201204
20201201,안산선,오이도,7209,6947,14156,20201204
20201201,안산선,정왕,7845,8323,16168,20201204
20201201,안산선,신길온천,1534,1440,2974,20201204
20201201,안산선,안산,10998,9744,20742,20201204
20201201,안산선,초지,4404,4724,9128,20201204
20201201,안산선,고잔,7627,7497,15124,20201204
20201201,안산선,중앙,14263,14785,29048,20201204
20201201,안산선,한대앞,7287,7453,14740,20201204
20201201,안산선,상록수,14639,14767,29406,20201204
20201201,안산선,반월,3865,3627,7492,20201204
20201201,안산선,대야미,4479,4097,8576,20201204
20201201,안산선,산본,14355,15502,29857,20201204
20201201,수인선,인천,798,1309,2107,20201204
20201201,수인선,신포,1425,1364,2789,20201204
20201201,수인선,숭의,3456,3265,6721,20201204
20201201,수인선,인하대,4884,4608,9492,20201204
20201201,수인선,송도,2120,1936,4056,20201204
20201201,수인선,연수,3834,3779,7613,20201204
20201201,수인선,원인재,3731,3882,7613,20201204
20201201,수인선,남동인더스파크,2249,2512,4761,20201204
20201201,수인선,호구포,3188,3384,6572,20201204
20201201,수인선,인천논현,4663,4983,9646,20201204
20201201,수인선,소래포구,4117,3867,7984,20201204
20201201,수인선,월곶,2137,1991,4128,20201204
20201201,수인선,달월,86,61,147,20201204
20201201,수인선,사리,2910,2752,5662,20201204
20201201,수인선,야목,147,132,279,20201204
20201201,수인선,어천,445,468,913,20201204
20201201,수인선,오목천,1935,1844,3779,20201204
20201201,수인선,고색,2799,2615,5414,20201204
20201201,분당선,매교,2350,2374,4724,20201204
20201201,분당선,수원시청,10363,10970,21333,20201204
20201201,분당선,매탄권선,3849,3802,7651,20201204
20201201,중앙선,구리,11970,11946,23916,20201204
20201201,분당선,망포,12120,11672,23792,20201204
20201201,분당선,영통,6765,6964,13729,20201204
20201201,분당선,청명,3616,3485,7101,20201204
20201201,분당선,상갈,4534,4382,8916,20201204
20201201,분당선,기흥,7943,7790,15733,20201204
20201201,분당선,신갈,3886,3850,7736,20201204
20201201,분당선,구성,4265,4365,8630,20201204
20201201,분당선,죽전,11332,12380,23712,20201204
20201201,분당선,보정,2042,1718,3760,20201204
20201201,분당선,이매,4356,4179,8535,20201204
20201201,분당선,오리,10515,8935,19450,20201204
20201201,분당선,미금,13390,14154,27544,20201204
20201201,분당선,정자,13803,14653,28456,20201204
20201201,분당선,수내,11394,11496,22890,20201204
20201201,분당선,서현,20475,20726,41201,20201204
20201201,분당선,야탑,22365,23404,45769,20201204
20201201,분당선,모란,17322,17246,34568,20201204
20201201,분당선,태평,12008,11771,23779,20201204
20201201,분당선,가천대,6602,7646,14248,20201204
20201201,분당선,선정릉,7502,7951,15453,20201204
20201201,분당선,강남구청,8658,9909,18567,20201204
20201201,분당선,압구정로데오,14889,16053,30942,20201204
20201201,분당선,서울숲,7279,7276,14555,20201204
20201201,분당선,수원,6817,5656,12473,20201204
20201201,분당선,수서,10671,11002,21673,20201204
20201201,분당선,대모산입구,3191,2996,6187,20201204
20201201,분당선,개포동,3197,3260,6457,20201204
20201201,분당선,구룡,1528,1517,3045,20201204
20201201,분당선,도곡,5703,5772,11475,20201204
20201201,분당선,한티,11509,12438,23947,20201204
20201201,분당선,선릉,12500,18327,30827,20201204
20201201,과천선,범계,22182,21763,43945,20201204
20201201,과천선,평촌,16369,16221,32590,20201204
20201201,과천선,인덕원,21606,22506,44112,20201204
20201201,과천선,정부과천청사,8779,8436,17215,20201204
20201201,과천선,과천,4389,4090,8479,20201204
20201201,과천선,대공원,1568,1659,3227,20201204
20201201,과천선,경마공원,1291,1290,2581,20201204
20201201,과천선,선바위,7591,6801,14392,20201204
20201201,공항철도 1호선,영종,2375,2362,4737,20201204
20201201,공항철도 1호선,인천공항2터미널,1642,1657,3299,20201204
20201201,공항철도 1호선,인천공항1터미널,3003,3128,6131,20201204
20201201,공항철도 1호선,공항화물청사,2242,2425,4667,20201204
20201201,공항철도 1호선,운서,5029,5007,10036,20201204
20201201,공항철도 1호선,청라국제도시,5771,5321,11092,20201204
20201201,공항철도 1호선,검암,6285,6189,12474,20201204
20201201,공항철도 1호선,계양,8283,7682,15965,20201204
20201201,공항철도 1호선,김포공항,7868,4859,12727,20201204
20201201,공항철도 1호선,마곡나루(서울식물원),6527,6179,12706,20201204
20201201,공항철도 1호선,디지털미디어시티,12302,10903,23205,20201204
20201201,공항철도 1호선,홍대입구,5915,6157,12072,20201204
20201201,공항철도 1호선,공덕,1841,2378,4219,20201204
20201201,공항철도 1호선,서울역,5038,4669,9707,20201204
20201201,경춘선,춘천,838,796,1634,20201204
20201201,경춘선,남춘천,1533,1578,3111,20201204
20201201,경춘선,김유정,172,171,343,20201204
20201201,경춘선,강촌,312,358,670,20201204
20201201,경춘선,백양리,79,64,143,20201204
20201201,경춘선,굴봉산,68,69,137,20201204
20201201,경춘선,가평,987,958,1945,20201204
20201201,경춘선,상천,174,179,353,20201204
20201201,경춘선,청평,1065,1070,2135,20201204
20201201,경춘선,대성리,366,308,674,20201204
20201201,경춘선,마석,3184,3084,6268,20201204
20201201,경춘선,천마산,1449,1340,2789,20201204
20201201,경춘선,평내호평,5025,5037,10062,20201204
20201201,경춘선,금곡,1339,1264,2603,20201204
20201201,경춘선,사릉,3125,2981,6106,20201204
20201201,경춘선,퇴계원,3213,2936,6149,20201204
20201201,경춘선,별내,2368,2297,4665,20201204
20201201,경춘선,갈매,2732,2373,5105,20201204
20201201,경춘선,신내,1340,1374,2714,20201204
20201201,경인선,도화,3387,3206,6593,20201204
20201201,경인선,중동,8301,8011,16312,20201204
20201201,경인선,온수(성공회대입구),5712,5632,11344,20201204
20201201,경인선,도원,2467,2581,5048,20201204
20201201,경인선,간석,5048,4908,9956,20201204
20201201,경인선,부개,7521,7201,14722,20201204
20201201,경인선,소사,8599,8337,16936,20201204
20201201,경인선,구일,5521,5801,11322,20201204
20201201,경인선,인천,2780,2070,4850,20201204
20201201,경인선,동인천,11725,11301,23026,20201204
20201201,경인선,제물포,8916,8448,17364,20201204
20201201,경인선,주안,16221,14969,31190,20201204
20201201,경인선,동암,13827,13991,27818,20201204
20201201,경인선,백운,6367,6297,12664,20201204
20201201,경인선,부평,24879,26173,51052,20201204
20201201,경인선,송내,25299,25392,50691,20201204
20201201,경인선,부천,28956,29168,58124,20201204
20201201,경인선,역곡,24705,24793,49498,20201204
20201201,경인선,오류동,10588,10010,20598,20201204
20201201,경인선,개봉,19468,19963,39431,20201204
20201201,경의선,서울역,1018,125,1143,20201204
20201201,경의선,임진강,18,6,24,20201204
20201201,경의선,문산,4127,4109,8236,20201204
20201201,경의선,파주,1357,1190,2547,20201204
20201201,경의선,월롱,1769,1698,3467,20201204
20201201,경의선,금촌,5377,5430,10807,20201204
20201201,경의선,금릉,3811,3736,7547,20201204
20201201,경의선,운정,5391,5030,10421,20201204
20201201,경의선,야당,5148,4870,10018,20201204
20201201,경의선,탄현,6471,6272,12743,20201204
20201201,경의선,일산,7790,7880,15670,20201204
20201201,경의선,풍산,4550,4343,8893,20201204
20201201,경의선,백마,5899,5651,11550,20201204
20201201,경의선,곡산,498,536,1034,20201204
20201201,경의선,능곡,3268,2921,6189,20201204
20201201,경의선,행신,6731,6740,13471,20201204
20201201,경의선,강매,2697,2363,5060,20201204
20201201,경의선,화전,1381,1275,2656,20201204
20201201,경의선,수색,2380,2437,4817,20201204
20201201,경의선,디지털미디어시티,2122,1997,4119,20201204
20201201,경의선,가좌,4609,4251,8860,20201204
20201201,경의선,홍대입구,1168,1304,2472,20201204
20201201,경의선,서강대,1683,1649,3332,20201204
20201201,경의선,공덕,2912,2669,5581,20201204
20201201,경의선,효창공원앞,2545,2935,5480,20201204
20201201,경의선,신촌,718,899,1617,20201204
20201201,경의선,서울역,2691,4358,7049,20201204
20201201,경원선,소요산,2055,1740,3795,20201204
20201201,경원선,동두천,1852,2071,3923,20201204
20201201,경원선,보산,1231,1137,2368,20201204
20201201,경원선,동두천중앙,2639,2615,5254,20201204
20201201,경원선,지행,5391,5282,10673,20201204
20201201,경원선,덕정,4952,4874,9826,20201204
20201201,경원선,덕계,2441,2178,4619,20201204
20201201,경원선,양주,6566,6114,12680,20201204
20201201,경원선,녹양,4093,4005,8098,20201204
20201201,경원선,가능,5738,5511,11249,20201204
20201201,경원선,의정부,15409,15512,30921,20201204
20201201,경원선,회룡,11081,10993,22074,20201204
20201201,경원선,망월사,6645,6891,13536,20201204
20201201,경원선,도봉산,6794,4088,10882,20201204
20201201,경원선,도봉,5465,5324,10789,20201204
20201201,경원선,방학,8564,8452,17016,20201204
20201201,경원선,녹천,4337,3654,7991,20201204
20201201,경원선,월계,5615,5220,10835,20201204
20201201,경원선,광운대,7363,7148,14511,20201204
20201201,경원선,석계,7234,8391,15625,20201204
20201201,경원선,신이문,7939,7297,15236,20201204
20201201,경원선,외대앞,6231,6244,12475,20201204
20201201,경원선,청량리(서울시립대입구),11353,12550,23903,20201204
20201201,경원선,왕십리(성동구청),11033,12775,23808,20201204
20201201,경원선,응봉,1585,1367,2952,20201204
20201201,경원선,옥수,45,26,71,20201204
20201201,경원선,한남,3700,3506,7206,20201204
20201201,경원선,서빙고,1714,1558,3272,20201204
20201201,경원선,이촌(국립중앙박물관),3280,2523,5803,20201204
20201201,경부선,광명,2476,2180,4656,20201204
20201201,경부선,서동탄,1375,1132,2507,20201204
20201201,경부선,당정,5743,5435,11178,20201204
20201201,경부선,천안,3623,3748,7371,20201204
20201201,경부선,두정,4200,4187,8387,20201204
20201201,경부선,직산,620,626,1246,20201204
20201201,경부선,성환,3095,3114,6209,20201204
20201201,경부선,평택,9231,9066,18297,20201204
20201201,경부선,지제,2208,2142,4350,20201204
20201201,경부선,서정리,5207,4941,10148,20201204
20201201,경부선,송탄,3345,3319,6664,20201204
20201201,경부선,진위,1375,1198,2573,20201204
20201201,경부선,오산,7908,8073,15981,20201204
20201201,경부선,오산대,2721,2531,5252,20201204
20201201,경부선,세마,2193,1985,4178,20201204
20201201,경부선,병점,11379,11126,22505,20201204
20201201,경부선,세류,2635,2461,5096,20201204
20201201,경부선,독산,15539,16558,32097,20201204
20201201,경부선,수원,26492,27965,54457,20201204
20201201,경부선,화서,6389,6214,12603,20201204
20201201,경부선,성균관대,13086,13039,26125,20201204
20201201,경부선,의왕,8230,8230,16460,20201204
20201201,경부선,군포,7340,7348,14688,20201204
20201201,경부선,금정,23664,24335,47999,20201204
20201201,경부선,명학,8684,8550,17234,20201204
20201201,경부선,안양,19165,19588,38753,20201204
20201201,경부선,관악,6663,6126,12789,20201204
20201201,경부선,석수,9484,8183,17667,20201204
20201201,경부선,금천구청,10546,10414,20960,20201204
20201201,경부선,가산디지털단지,16816,19781,36597,20201204
20201201,경부선,구로,17511,17727,35238,20201204
20201201,경부선,신길,8463,7128,15591,20201204
20201201,경부선,신도림,3625,3550,7175,20201204
20201201,경부선,영등포,31071,32160,63231,20201204
20201201,경부선,대방,11894,12364,24258,20201204
20201201,경부선,노량진,7217,7499,14716,20201204
20201201,경부선,용산,23688,23957,47645,20201204
