시도,시군구,읍면동,피해 유형,피해 인구,피해 시작일,피해 종료일
강원도,속초시,교동,제한급수,"11,161",2015-06-17,2015-06-26
강원도,속초시,교동,제한급수,"10,384",2018-02-06,2018-03-05
강원도,속초시,금호동,제한급수,"7,417",2015-06-17,2015-06-26
강원도,속초시,금호동,제한급수,"6,834",2018-02-06,2018-03-05
강원도,속초시,노학동,제한급수,"23,541",2015-06-17,2015-06-26
강원도,속초시,노학동,제한급수,"22,874",2018-02-06,2018-03-05
강원도,속초시,대포동,제한급수,"3,382",2015-06-17,2015-06-26
강원도,속초시,대포동,제한급수,"3,168",2018-02-06,2018-03-05
강원도,속초시,동명동,제한급수,"3,691",2015-06-17,2015-06-26
강원도,속초시,동명동,제한급수,"4,341",2018-02-06,2018-03-05
강원도,속초시,영랑동,제한급수,"5,336",2015-06-17,2015-06-26
강원도,속초시,영랑동,제한급수,"5,029",2018-02-06,2018-03-05
강원도,속초시,조양동,제한급수,"23,996",2015-06-17,2015-06-26
강원도,속초시,조양동,제한급수,"25,016",2018-02-06,2018-03-05
강원도,속초시,청호동,제한급수,"3,941",2015-06-17,2015-06-26
강원도,속초시,청호동,제한급수,"4,703",2018-02-06,2018-03-05
강원도,정선군,사북읍/고한읍/남면,제한+운반급수,"4,800",2009-01-12,2009-02-18
강원도,태백시,구문소동,제한급수,"3,323",2009-01-06,2009-03-25
강원도,태백시,문곡소도동,제한급수,"4,663",2009-01-06,2009-03-25
강원도,태백시,삼수동,제한급수,"7,234",2009-01-06,2009-03-25
강원도,태백시,상장동,제한급수,"16,259",2009-01-06,2009-03-25
강원도,태백시,장성동,제한급수,"4,054",2009-01-06,2009-03-25
강원도,태백시,철암동,제한급수,"2,639",2009-01-06,2009-03-25
강원도,태백시,황연동,제한급수,"5,547",2009-01-06,2009-03-25
강원도,태백시,황지동,제한급수,"7,566",2009-01-06,2009-03-25
경상남도,남해군,고현면,제한급수,"1,618",2014-02-15,2014-03-17
경상남도,남해군,남면,제한급수,"3,233",2014-01-10,2014-03-17
경상남도,남해군,남해읍,제한급수,"11,631",2013-12-01,2013-12-31
경상남도,남해군,미조면,제한급수,"2,767",2014-02-17,2014-03-17
경상남도,남해군,이동면,제한급수,"1,667",2013-10-23,2013-12-31
경상남도,남해군,이동면,제한급수,"2,412",2014-01-01,2014-03-20
경상북도,영덕군,강구면,제한급수,229,2009-02-11,2009-04-15
경상북도,영덕군,남정면,제한급수,152,2009-02-11,2009-04-15
경상북도,영덕군,영덕읍,제한급수,381,2009-02-11,2009-04-15
전라남도,고흥군,금산면,제한급수,"1,000",2008-05-30,2008-06-20
전라남도,신안군,비금면,제한급수,"3,694",2015-12-14,2015-12-31
전라남도,신안군,비금면,제한급수,"3,694",2016-01-01,2016-04-29
전라남도,신안군,안좌면,제한급수,"2,971",2015-11-01,2015-12-31
전라남도,신안군,안좌면,제한급수,"2,971",2016-01-01,2016-05-04
전라남도,신안군,안좌면,제한급수,"2,988",2017-08-15,2017-12-31
전라남도,신안군,안좌면,제한급수,"2,988",2018-01-01,2018-04-23
전라남도,신안군,임자면,제한급수,"3,316",2015-11-02,2015-12-31
전라남도,신안군,임자면,제한급수,"3,316",2016-01-01,2016-04-27
전라남도,신안군,임자면,제한급수,"3,316",2017-06-10,2017-12-31
전라남도,신안군,임자면,제한급수,"3,313",2018-01-01,2018-04-08
전라남도,신안군,자은면,제한급수,"2,380",2017-07-10,2017-07-14
전라남도,신안군,팔금면,제한급수,"1,109",2015-11-01,2015-12-31
전라남도,신안군,팔금면,제한급수,"1,109",2016-01-01,2016-05-04
전라남도,신안군,팔금면,제한급수,"1,115",2017-08-15,2017-12-31
전라남도,신안군,팔금면,제한급수,"1,115",2018-01-01,2018-04-23
전라남도,여수시,화정면,제한+운반급수,806,2019-01-16,2019-05-02
전라남도,완도군,고금면,제한급수,"4,258",2014-02-03,2014-05-25
전라남도,완도군,금일읍,제한급수,"1,200",2008-02-18,2008-05-26
전라남도,완도군,금일읍,제한급수,"1,200",2008-12-01,2009-04-20
전라남도,완도군,금일읍,제한급수,"1,200",2009-12-28,2010-03-18
전라남도,완도군,금일읍,제한급수,"1,200",2011-03-21,2011-04-14
전라남도,완도군,금일읍,제한급수,"1,200",2013-09-01,2014-05-31
전라남도,완도군,노화읍,제한급수,"1,500",2007-12-10,2008-05-28
전라남도,완도군,노화읍,제한급수,"1,500",2008-11-15,2009-03-30
전라남도,완도군,노화읍,제한급수,"1,500",2009-11-02,2010-04-04
전라남도,완도군,노화읍,제한급수,"1,500",2010-11-15,2011-07-03
전라남도,완도군,노화읍,제한급수,"1,350",2011-10-31,2012-04-02
전라남도,완도군,노화읍,제한급수,391,2011-10-14,2012-04-25
전라남도,완도군,노화읍,제한급수,391,2013-09-06,2014-09-04
전라남도,완도군,노화읍,제한급수,"1,500",2013-12-02,2014-05-04
전라남도,완도군,노화읍,제한급수,391,2017-07-13,2018-05-13
전라남도,완도군,노화읍,제한급수,"4,978",2017-08-07,2018-03-20
전라남도,완도군,보길면,제한급수,"1,800",2007-12-10,2008-05-28
전라남도,완도군,보길면,제한급수,"1,800",2008-11-15,2009-03-30
전라남도,완도군,보길면,제한급수,"1,800",2009-11-02,2010-04-04
전라남도,완도군,보길면,제한급수,"1,800",2010-11-15,2011-07-03
전라남도,완도군,보길면,제한급수,"1,800",2011-10-31,2012-04-02
전라남도,완도군,보길면,제한급수,"1,800",2013-12-02,2014-05-04
전라남도,완도군,보길면,제한급수,"2,946",2017-08-07,2018-03-20
전라남도,완도군,소안면,제한급수,"2,458",2008-02-12,2008-05-28
전라남도,완도군,소안면,제한급수,"2,458",2008-10-31,2009-03-23
전라남도,완도군,소안면,제한급수,"2,714",2018-03-05,2018-03-22
전라남도,완도군,약산면,제한급수,"2,461",2014-02-03,2014-05-25
전라남도,완도군,청산면,제한급수,"1,200",2007-10-15,2008-04-21
전라남도,완도군,청산면,제한급수,"1,200",2008-10-13,2009-02-10
전라남도,완도군,청산면,제한급수,"1,200",2009-11-16,2010-02-15
전라남도,완도군,청산면,제한급수,"1,200",2012-01-30,2012-03-25
전라남도,완도군,청산면,제한급수,"1,560",2013-09-22,2014-05-15
전라남도,완도군,청산면,제한급수,"2,453",2018-03-05,2018-03-11
전라남도,진도군,조도면,제한급수,76,2009-05-01,
강원도,강릉시,강동면,제한급수,46,2015-06-01,2015-06-16
강원도,강릉시,강동면,운반급수,193,2015-06-18,2015-06-26
강원도,강릉시,구정면,제한급수,193,2015-05-29,2015-06-25
강원도,강릉시,연곡면,제한급수,52,2015-06-01,2015-06-25
강원도,강릉시,옥계면,제한급수,7,2015-06-01,2015-06-16
강원도,강릉시,왕산면,운반급수,77,2017-06-26,2017-06-27
강원도,고성군,거진읍,제한급수,69,2017-05-24,2017-06-30
강원도,동해시,망상동,운반급수,160,2015-05-27,2015-06-26
강원도,동해시,삼화동,운반급수,25,2018-01-13,2018-01-19
강원도,동해시,삼화동,운반급수,25,2018-01-26,2018-01-26
강원도,삼척시,가곡면,운반급수,93,2011-01-17,2011-01-20
강원도,삼척시,가곡면,운반급수,99,2011-01-17,2011-01-20
강원도,삼척시,가곡면,운반급수,60,2014-07-28,2014-08-18
강원도,삼척시,가곡면,운반급수,60,2015-05-26,2015-06-26
강원도,삼척시,가곡면,운반급수,93,2018-01-12,2018-01-12
강원도,삼척시,근덕면,운반급수,73,2011-01-16,2011-01-20
강원도,삼척시,노곡면,운반급수,80,2011-01-01,2011-01-20
강원도,삼척시,노곡면,운반급수,28,2018-01-13,2018-01-13
강원도,삼척시,노곡면,운반급수,13,2018-01-30,2018-01-30
강원도,삼척시,노곡면,운반급수,23,2018-01-31,2018-01-31
강원도,삼척시,도계읍,운반급수,21,2011-01-02,2011-01-20
강원도,삼척시,미로면,운반급수,130,2011-01-01,2011-01-20
강원도,삼척시,미로면,운반급수,65,2015-05-26,2015-06-26
강원도,삼척시,미로면,운반급수,182,2015-06-02,2015-06-26
강원도,삼척시,미로면,운반급수,6,2017-05-19,2017-05-19
강원도,삼척시,미로면,운반급수,105,2017-05-20,2017-05-24
강원도,삼척시,미로면,운반급수,182,2017-05-21,2017-06-25
강원도,삼척시,미로면,운반급수,110,2017-05-25,2017-06-01
강원도,삼척시,신기면,운반급수,99,2011-01-17,2011-01-20
강원도,삼척시,신기면,운반급수,199,2011-01-18,2011-01-20
강원도,삼척시,신기면,운반급수,199,2015-06-15,2015-06-26
강원도,삼척시,신기면,운반급수,99,2018-01-13,2018-01-13
강원도,삼척시,신기면,운반급수,32,2018-01-18,2018-01-18
강원도,삼척시,원덕읍,운반급수,57,2011-01-01,2011-01-20
강원도,삼척시,원덕읍,운반급수,135,2011-01-16,2011-01-20
강원도,삼척시,원덕읍,운반급수,50,2014-07-31,2014-08-18
강원도,삼척시,원덕읍,운반급수,50,2015-06-20,2015-06-26
강원도,삼척시,하장면,운반급수,99,2011-01-02,2011-01-20
강원도,삼척시,하장면,운반급수,80,2011-01-17,2011-01-20
강원도,삼척시,하장면,운반급수,25,2011-01-18,2011-01-20
강원도,삼척시,하장면,운반급수,20,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,14,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,41,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,35,2018-01-01,2018-01-01
강원도,삼척시,하장면,운반급수,53,2018-01-03,2018-01-03
강원도,삼척시,하장면,운반급수,10,2018-01-05,2018-01-05
강원도,삼척시,하장면,운반급수,30,2018-01-11,2018-01-11
강원도,삼척시,하장면,운반급수,80,2018-01-14,2018-01-14
강원도,양구군,남면,제한급수,16,2017-06-23,2017-06-23
강원도,양구군,남면,제한급수,25,2015-03-10,2015-06-26
강원도,양구군,양구읍,제한급수,3,2017-06-01,2017-06-01
강원도,양구군,양구읍,제한급수,65,2015-02-20,2015-06-26
강원도,양구군,양구읍,제한급수,110,2018-01-30,2018-01-30
강원도,영월군,김삿갓면,운반급수,81,2012-06-08,2012-06-30
강원도,영월군,김삿갓면,운반급수,36,2012-06-08,2012-06-30
강원도,영월군,김삿갓면,운반급수,25,2012-06-08,2012-06-30
강원도,영월군,김삿갓면,운반급수,30,2014-06-05,2014-06-12
강원도,영월군,김삿갓면,운반급수,30,2014-06-05,2014-06-12
강원도,영월군,김삿갓면,운반급수,25,2015-06-07,2015-06-26
강원도,영월군,김삿갓면,운반급수,86,2016-05-25,2016-05-26
강원도,영월군,김삿갓면,운반급수,53,2017-06-19,2017-06-24
강원도,영월군,김삿갓면,운반급수,10,2017-06-24,2017-07-01
강원도,영월군,김삿갓면,운반급수,20,2017-06-25,2017-07-01
강원도,영월군,남면,운반급수,20,2009-02-12,2009-02-26
강원도,영월군,남면,운반급수,3,2014-06-07,2014-06-07
강원도,영월군,남면,운반급수,8,2016-05-31,2016-06-05
강원도,영월군,남면,운반급수,16,2017-05-31,2017-05-31
강원도,영월군,남면,운반급수,8,2017-06-18,2017-07-01
강원도,영월군,남면,운반급수,30,2017-06-22,2017-07-01
강원도,영월군,남면,운반급수,45,2017-06-22,2017-07-01
강원도,영월군,북면,운반급수,110,2012-06-08,2012-06-30
강원도,영월군,북면,운반급수,44,2016-05-25,2016-05-26
강원도,영월군,북면,운반급수,31,2016-05-25,2016-05-26
강원도,영월군,북면,운반급수,35,2017-06-19,2017-07-01
강원도,영월군,북면,운반급수,90,2017-06-19,2017-07-01
강원도,영월군,영월읍,운반급수,66,2012-06-08,2012-06-30
강원도,영월군,영월읍,운반급수,14,2014-05-27,2014-05-27
강원도,영월군,영월읍,운반급수,36,2017-05-30,2017-07-01
강원도,영월군,주천면,운반급수,20,2015-10-19,2015-11-09
강원도,영월군,주천면,운반급수,10,2015-10-19,2015-11-09
강원도,영월군,주천면,운반급수,30,2017-06-01,2017-06-26
강원도,영월군,주천면,운반급수,28,2017-06-13,2017-06-26
강원도,영월군,주천면,운반급수,8,2017-06-21,2017-07-01
강원도,영월군,중동면,운반급수,14,2009-01-13,2009-02-10
강원도,영월군,중동면,운반급수,20,2009-01-17,2009-02-10
강원도,영월군,중동면,운반급수,20,2009-01-17,2009-02-10
강원도,영월군,중동면,운반급수,5,2015-10-19,2015-11-09
강원도,영월군,중동면,운반급수,9,2016-05-31,2016-06-05
강원도,영월군,중동면,운반급수,18,2017-05-31,2017-06-01
강원도,영월군,중동면,운반급수,12,2017-06-22,2017-07-01
강원도,영월군,중동면,운반급수,6,2017-06-24,2017-07-01
강원도,영월군,중동면,운반급수,6,2017-06-24,2017-07-01
강원도,영월군,한반도면,운반급수,48,2012-06-08,2012-06-30
강원도,영월군,한반도면,운반급수,58,2015-10-08,2015-11-09
강원도,원주시,단구동,운반급수,70,2014-07-21,2014-08-18
강원도,원주시,문막읍,운반급수,95,2011-01-14,2011-01-20
강원도,원주시,문막읍,운반급수,42,2011-01-14,2011-01-20
강원도,원주시,문막읍,운반급수,139,2011-01-18,2011-01-20
강원도,원주시,문막읍,운반급수,95,2012-06-06,2012-06-24
강원도,원주시,소초면,운반급수,119,2011-01-16,2011-01-20
강원도,원주시,소초면,운반급수,97,2015-03-02,2015-04-03
강원도,원주시,소초면,운반급수,46,2017-02-20,2017-03-10
강원도,원주시,소초면,운반급수,35,2018-01-19,2018-01-19
강원도,원주시,신림면,운반급수,71,2011-01-14,2011-01-20
강원도,원주시,신림면,운반급수,103,2011-01-16,2011-01-20
강원도,원주시,신림면,운반급수,30,2015-03-02,2015-04-03
강원도,원주시,신림면,운반급수,99,2017-05-08,2017-05-20
강원도,원주시,신림면,운반급수,50,2018-01-01,2018-01-15
강원도,원주시,신림면,운반급수,216,2018-01-27,2018-01-27
강원도,원주시,판부면,운반급수,102,2014-07-18,2014-08-18
강원도,원주시,판부면,운반급수,60,2018-01-29,2018-01-29
강원도,인제군,기린면,운반급수,53,2015-06-15,2015-06-26
강원도,인제군,기린면,운반급수,73,2015-06-17,2015-06-26
강원도,인제군,기린면,운반급수,201,2017-06-19,2017-07-03
강원도,인제군,기린면,운반급수,20,2018-01-30,2018-01-30
강원도,인제군,남면,운반급수,59,2011-01-17,2011-01-20
강원도,인제군,남면,운반급수,50,2014-07-11,2014-08-18
강원도,인제군,남면,운반급수,35,2014-07-12,2014-08-18
강원도,인제군,남면,운반급수,11,2015-02-10,2015-02-22
강원도,인제군,남면,운반급수,10,2015-06-02,2015-10-19
강원도,인제군,남면,운반급수,74,2017-06-05,2017-07-03
강원도,인제군,남면,운반급수,131,2017-06-21,2017-06-27
강원도,인제군,남면,운반급수,75,2018-01-12,2018-01-13
강원도,인제군,남면,운반급수,50,2019-06-04,2019-06-06
강원도,인제군,북면,운반급수,48,2018-01-30,2018-01-30
강원도,인제군,북면,운반급수,66,2018-01-30,2018-01-30
강원도,인제군,상남면,운반급수,250,2011-01-17,2011-01-20
강원도,인제군,상남면,운반급수,250,2019-06-04,2019-06-06
강원도,인제군,서화면,운반급수,22,2011-01-18,2011-01-20
강원도,인제군,인제읍,운반급수,352,2011-01-16,2011-01-20
강원도,인제군,인제읍,운반급수,53,2015-06-17,2015-06-26
강원도,인제군,인제읍,운반급수,138,2015-06-17,2015-06-26
강원도,인제군,인제읍,운반급수,32,2015-07-06,2015-07-12
강원도,인제군,인제읍,운반급수,40,2018-01-30,2018-01-30
강원도,인제군,인제읍,운반급수,400,2018-01-30,2018-01-30
강원도,인제군,인제읍,운반급수,120,2019-06-04,2019-06-06
강원도,정선군,고한읍,운반급수,4,2011-01-17,2011-01-20
강원도,정선군,고한읍,운반급수,97,2018-01-15,2018-01-15
강원도,정선군,남면,운반급수,50,2011-01-17,2011-01-20
강원도,정선군,남면,운반급수,45,2011-01-17,2011-01-20
강원도,정선군,남면,운반급수,20,2011-01-18,2011-01-20
강원도,정선군,남면,운반급수,45,2015-10-14,2015-10-19
강원도,정선군,남면,운반급수,32,2018-01-01,2018-01-01
강원도,정선군,사북읍,운반급수,80,2009-01-12,2009-02-18
강원도,정선군,사북읍,운반급수,150,2009-01-12,2009-02-18
강원도,정선군,신동읍,운반급수,4,2011-01-17,2011-01-20
강원도,정선군,신동읍,운반급수,35,2018-02-01,2018-02-01
강원도,정선군,신동읍,운반급수,32,2018-02-01,2018-02-01
강원도,정선군,신동읍,운반급수,25,2018-02-01,2018-02-01
강원도,정선군,신동읍,운반급수,60,2018-02-01,2018-02-01
강원도,정선군,여량면,운반급수,2,2011-01-08,2011-01-20
강원도,정선군,여량면,운반급수,15,2018-02-01,2018-02-01
강원도,정선군,여량면,운반급수,17,2018-02-01,2018-02-01
강원도,정선군,임계면,운반급수,23,2010-12-23,2011-01-20
강원도,정선군,임계면,운반급수,22,2011-01-15,2011-01-20
강원도,정선군,임계면,운반급수,114,2011-01-19,2011-01-20
강원도,정선군,임계면,운반급수,64,2012-06-21,2012-06-24
강원도,정선군,임계면,운반급수,24,2015-05-30,2015-06-26
강원도,정선군,임계면,운반급수,81,2015-06-15,2015-06-26
강원도,정선군,임계면,운반급수,32,2015-06-15,2015-06-26
강원도,정선군,임계면,운반급수,30,2015-06-15,2015-06-26
강원도,정선군,임계면,운반급수,27,2015-06-17,2015-06-26
강원도,정선군,임계면,운반급수,67,2015-06-17,2015-06-26
강원도,정선군,임계면,운반급수,46,2018-01-23,2018-01-23
강원도,정선군,임계면,운반급수,50,2018-01-23,2018-01-23
강원도,정선군,임계면,운반급수,30,2018-01-28,2018-01-28
강원도,정선군,정선읍,운반급수,2,2011-01-07,2011-01-20
강원도,정선군,정선읍,운반급수,3,2015-06-01,2015-06-26
강원도,정선군,정선읍,운반급수,24,2018-01-30,2018-01-30
강원도,춘천시,남산면,운반급수,100,2015-06-01,2015-06-26
강원도,춘천시,남산면,운반급수,25,2017-06-23,2017-07-01
강원도,춘천시,북산면,운반급수,65,2012-06-24,2012-06-24
강원도,춘천시,사북면,운반급수,44,2015-06-22,2015-06-26
강원도,춘천시,서면,운반급수,191,2014-07-14,2014-08-18
강원도,춘천시,서면,운반급수,39,2014-12-01,2015-06-26
강원도,춘천시,서면,운반급수,18,2015-06-01,2015-06-26
강원도,춘천시,서면,운반급수,88,2015-06-22,2015-06-26
강원도,춘천시,서면,운반급수,60,2015-10-08,2015-10-19
강원도,춘천시,서면,운반급수,60,2016-01-20,2016-06-12
강원도,춘천시,서면,운반급수,190,2016-05-23,2016-06-05
강원도,춘천시,서면,운반급수,190,2017-03-20,2017-06-27
강원도,춘천시,서면,운반급수,60,2017-05-23,2017-06-25
강원도,춘천시,서면,운반급수,46,2017-06-02,2017-07-03
강원도,태백시,구문소동,운반급수,4,2019-03-05,2019-03-05
강원도,태백시,삼수동,운반급수,32,2016-04-25,2016-04-25
강원도,태백시,삼수동,운반급수,58,2016-08-08,2016-08-09
강원도,태백시,삼수동,운반급수,4,2019-01-18,2019-03-15
강원도,태백시,삼수동,운반급수,4,2019-02-11,2019-03-05
강원도,태백시,장성동,운반급수,17,2016-06-27,2016-07-04
강원도,태백시,철암동,운반급수,8,2017-06-24,2017-06-24
강원도,평창군,대화면,운반급수,68,2014-06-05,2014-08-18
강원도,평창군,대화면,운반급수,60,2014-07-20,2014-08-18
강원도,평창군,대화면,운반급수,68,2015-01-05,2015-04-03
강원도,평창군,대화면,운반급수,60,2015-06-09,2015-06-26
강원도,평창군,미탄면,운반급수,24,2014-07-21,2014-08-18
강원도,평창군,미탄면,운반급수,30,2015-01-05,2015-02-17
강원도,평창군,미탄면,운반급수,24,2015-06-09,2015-06-26
강원도,평창군,미탄면,운반급수,31,2015-06-17,2015-06-26
강원도,평창군,미탄면,운반급수,30,2015-09-21,2015-10-14
강원도,평창군,방림면,운반급수,122,2014-07-22,2014-08-18
강원도,평창군,방림면,운반급수,125,2015-06-17,2015-06-26
강원도,평창군,방림면,운반급수,65,2015-06-17,2015-06-26
강원도,평창군,용평면,운반급수,30,2014-07-20,2014-08-18
강원도,평창군,진부면,운반급수,60,2014-07-21,2014-08-18
강원도,평창군,진부면,운반급수,51,2014-07-28,2014-08-18
강원도,평창군,진부면,운반급수,97,2015-06-16,2015-06-26
강원도,평창군,평창읍,운반급수,110,2015-06-09,2015-06-26
강원도,홍천군,남면,운반급수,46,2012-06-05,2012-06-24
강원도,홍천군,남면,운반급수,15,2014-07-22,2014-07-25
강원도,홍천군,남면,운반급수,5,2016-02-01,2016-02-01
강원도,홍천군,남면,운반급수,35,2017-05-22,2017-06-20
강원도,홍천군,남면,운반급수,56,2017-06-28,2017-06-28
강원도,홍천군,내면,운반급수,72,2009-01-03,2009-01-10
강원도,홍천군,내촌면,운반급수,6,2016-01-29,2016-01-29
강원도,홍천군,내촌면,운반급수,3,2016-02-05,2016-02-05
강원도,홍천군,동면,운반급수,22,2016-06-14,2016-06-14
강원도,홍천군,동면,운반급수,7,2017-06-08,2017-06-23
강원도,홍천군,두촌면,운반급수,40,2009-01-03,2009-01-10
강원도,홍천군,두촌면,운반급수,45,2012-06-23,2012-06-24
강원도,홍천군,두촌면,운반급수,107,2018-01-02,2018-01-13
강원도,홍천군,북방면,운반급수,7,2017-06-26,2017-06-26
강원도,홍천군,서면,운반급수,30,2014-05-05,2014-05-15
강원도,홍천군,서면,운반급수,7,2014-07-22,2014-07-22
강원도,홍천군,서면,운반급수,52,2017-06-28,2017-06-28
강원도,홍천군,홍천읍,운반급수,17,2014-06-05,2014-06-10
강원도,홍천군,홍천읍,운반급수,9,2016-02-03,2016-02-03
강원도,홍천군,화촌면,운반급수,12,2016-01-26,2016-01-27
강원도,홍천군,화촌면,운반급수,3,2016-02-05,2016-02-05
강원도,홍천군,화촌면,운반급수,25,2017-06-01,2017-06-01
강원도,화천군,간동면,운반급수,20,2016-05-29,2016-05-29
강원도,화천군,간동면,운반급수,66,2012-06-22,2012-06-24
강원도,화천군,간동면,운반급수,22,2014-06-01,2014-08-18
강원도,화천군,간동면,운반급수,95,2014-07-17,2014-08-18
강원도,화천군,간동면,운반급수,20,2014-07-18,2014-08-18
강원도,화천군,간동면,운반급수,20,2017-05-30,2017-06-27
강원도,화천군,간동면,운반급수,10,2017-06-02,2017-06-26
강원도,화천군,간동면,운반급수,30,2017-06-20,2017-07-02
강원도,화천군,간동면,운반급수,22,2018-01-13,2018-01-13
강원도,화천군,사내면,운반급수,72,2014-07-17,2014-08-18
강원도,화천군,사내면,운반급수,43,2014-07-18,2014-08-18
강원도,화천군,사내면,운반급수,206,2014-07-20,2014-08-18
강원도,화천군,사내면,운반급수,33,2017-06-23,2017-07-03
강원도,화천군,사내면,운반급수,40,2017-06-25,2017-07-02
강원도,화천군,사내면,운반급수,33,2018-01-10,2018-01-10
강원도,화천군,상서면,운반급수,100,2017-06-29,2017-06-29
강원도,화천군,상서면,운반급수,80,2017-06-30,2017-06-30
강원도,화천군,상서면,운반급수,70,2014-07-17,2014-08-18
강원도,화천군,상서면,운반급수,112,2014-07-17,2014-08-18
강원도,화천군,상서면,운반급수,78,2014-07-20,2014-08-18
강원도,화천군,상서면,운반급수,210,2015-06-01,2015-07-12
강원도,화천군,상서면,운반급수,86,2017-06-01,2017-07-02
강원도,화천군,상서면,운반급수,80,2018-01-27,2018-01-27
강원도,화천군,상서면,운반급수,86,2019-06-03,2019-06-07
강원도,화천군,하남면,운반급수,165,2016-05-30,2016-05-30
강원도,화천군,하남면,운반급수,58,2011-01-08,2011-01-20
강원도,화천군,하남면,운반급수,35,2014-07-12,2014-08-18
강원도,화천군,하남면,운반급수,165,2014-07-16,2014-08-18
강원도,화천군,하남면,운반급수,79,2014-07-17,2014-08-18
강원도,화천군,하남면,운반급수,250,2014-07-17,2014-08-18
강원도,화천군,하남면,운반급수,52,2014-07-18,2014-08-18
강원도,화천군,하남면,운반급수,165,2014-12-19,2015-02-22
강원도,화천군,하남면,운반급수,250,2014-12-29,2015-02-22
강원도,화천군,하남면,운반급수,35,2015-06-01,2015-07-12
강원도,화천군,하남면,운반급수,165,2017-05-31,2017-07-01
강원도,화천군,하남면,운반급수,36,2017-06-05,2017-06-14
강원도,화천군,하남면,운반급수,250,2017-06-22,2017-07-02
강원도,화천군,하남면,운반급수,52,2018-01-13,2018-01-13
강원도,화천군,하남면,운반급수,35,2019-06-03,2019-06-07
강원도,화천군,화천읍,운반급수,4,2017-06-12,2017-06-12
강원도,화천군,화천읍,운반급수,10,2017-06-19,2017-06-19
강원도,횡성군,갑천면,운반급수,48,2018-01-29,2018-02-20
강원도,횡성군,갑천면,운반급수,48,2018-08-03,2018-08-09
강원도,횡성군,강림면,운반급수,75,2018-01-04,2018-01-05
강원도,횡성군,강림면,운반급수,75,2018-01-04,2018-01-16
강원도,횡성군,공근면,운반급수,262,2017-01-23,2017-05-08
강원도,횡성군,공근면,운반급수,153,2017-06-19,2017-06-22
강원도,횡성군,공근면,운반급수,170,2018-01-29,2018-02-01
강원도,횡성군,공근면,운반급수,170,2018-08-03,2018-08-21
강원도,횡성군,공근면,운반급수,170,2019-05-03,2019-05-03
강원도,횡성군,둔내면,운반급수,124,2015-06-17,2015-06-26
강원도,횡성군,둔내면,운반급수,50,2019-01-10,2019-03-04
강원도,횡성군,서원면,운반급수,381,2011-01-19,2011-01-20
강원도,횡성군,서원면,운반급수,284,2017-06-12,2017-06-29
강원도,횡성군,우천면,운반급수,32,2015-06-18,2015-06-26
강원도,횡성군,청일면,운반급수,60,2011-01-20,2011-01-20
강원도,횡성군,청일면,운반급수,60,2015-04-30,2015-06-26
강원도,횡성군,청일면,운반급수,5,2016-05-25,2016-05-26
강원도,횡성군,청일면,운반급수,77,2018-01-02,2018-02-21
경기도,가평군,가평읍,운반급수,50,2016-06-17,2016-11-11
경기도,가평군,가평읍,운반급수,119,2016-08-22,2016-08-22
경기도,가평군,가평읍,운반급수,20,2017-01-25,2017-02-02
경기도,가평군,가평읍,운반급수,160,2017-04-20,2017-04-20
경기도,가평군,북면,운반급수,20,2014-05-24,2014-07-12
경기도,가평군,북면,운반급수,40,2014-06-22,2014-12-17
경기도,가평군,북면,운반급수,70,2014-07-08,2014-07-09
경기도,가평군,북면,운반급수,70,2015-01-01,2015-07-03
경기도,가평군,북면,운반급수,40,2015-01-03,2015-07-06
경기도,가평군,북면,운반급수,20,2015-01-08,2015-02-12
경기도,가평군,북면,운반급수,45,2015-02-16,2015-06-04
경기도,가평군,북면,운반급수,70,2016-07-11,2016-07-11
경기도,가평군,북면,운반급수,5,2017-01-26,2017-01-26
경기도,가평군,북면,운반급수,40,2017-01-27,2017-01-27
경기도,가평군,상면,운반급수,160,2014-03-20,2014-04-05
경기도,가평군,상면,운반급수,200,2014-03-20,2014-07-12
경기도,가평군,상면,운반급수,100,2014-05-17,2015-05-19
경기도,가평군,상면,운반급수,200,2015-02-10,2015-05-25
경기도,가평군,상면,운반급수,100,2015-03-15,2015-03-16
경기도,가평군,상면,운반급수,120,2016-06-03,2016-06-03
경기도,가평군,상면,운반급수,200,2016-09-09,2016-09-09
경기도,가평군,상면,운반급수,160,2016-12-01,2016-12-01
경기도,가평군,상면,운반급수,110,2016-12-22,2016-12-22
경기도,가평군,상면,운반급수,110,2017-01-23,2017-05-29
경기도,가평군,상면,운반급수,60,2017-01-28,2017-01-28
경기도,가평군,상면,운반급수,105,2017-02-03,2017-02-03
경기도,가평군,설악면,운반급수,42,2014-01-14,2014-07-12
경기도,가평군,설악면,운반급수,100,2014-05-02,2014-07-12
경기도,가평군,설악면,운반급수,36,2015-02-12,2015-03-17
경기도,가평군,설악면,운반급수,50,2015-06-01,2015-07-07
경기도,가평군,설악면,운반급수,18,2017-03-07,2017-03-24
경기도,가평군,설악면,운반급수,68,2017-03-21,2017-05-30
경기도,가평군,설악면,운반급수,75,2017-05-05,2017-05-05
경기도,가평군,설악면,운반급수,62,2017-05-30,2017-05-30
경기도,가평군,설악면,운반급수,62,2018-01-29,2018-02-04
