시도,시군구,읍면동,피해 유형,피해 인구,피해 시작일,피해 종료일
인천광역시,옹진군,북도면,운반급수,169,2017-06-02,2017-07-24
인천광역시,옹진군,북도면,운반급수,123,2017-06-09,2017-07-24
인천광역시,옹진군,북도면,운반급수,220,2017-06-16,2017-07-24
인천광역시,옹진군,북도면,운반급수,490,2017-06-16,2017-07-24
인천광역시,옹진군,북도면,운반급수,118,2019-03-26,
인천광역시,옹진군,연평면,운반급수,126,2014-11-18,2014-11-27
인천광역시,옹진군,연평면,운반급수,"1,361",2015-06-04,2015-11-04
인천광역시,옹진군,연평면,운반급수,126,2016-03-16,2016-12-12
인천광역시,옹진군,연평면,운반급수,387,2016-08-10,2016-11-23
인천광역시,옹진군,연평면,운반급수,"1,576",2017-01-01,2017-07-24
인천광역시,옹진군,연평면,운반급수,126,2017-03-23,2017-07-24
인천광역시,옹진군,연평면,운반급수,122,2018-01-01,2018-01-01
인천광역시,옹진군,연평면,운반급수,"2,122",2018-01-01,2018-01-01
인천광역시,옹진군,연평면,제한급수,750,2019-01-28,
인천광역시,옹진군,연평면,제한급수,870,2019-01-28,
인천광역시,옹진군,연평면,제한급수,427,2019-01-28,
인천광역시,옹진군,자월면,운반급수,71,2015-01-14,2015-01-14
인천광역시,옹진군,자월면,운반급수,71,2016-01-20,2016-01-20
인천광역시,옹진군,자월면,운반급수,169,2016-08-10,2016-08-23
인천광역시,옹진군,자월면,운반급수,71,2017-06-01,2017-07-24
인천광역시,옹진군,자월면,운반급수,169,2017-06-20,2017-07-24
인천광역시,옹진군,자월면,운반급수,249,2017-07-01,2017-07-24
인천광역시,옹진군,자월면,운반급수,171,2017-07-06,2017-07-24
인천광역시,중구,용유동,운반급수,150,2014-05-09,2014-12-11
인천광역시,중구,용유동,운반급수,130,2015-01-14,2015-07-10
인천광역시,중구,용유동,운반급수,130,2015-03-02,2015-11-17
인천광역시,중구,용유동,운반급수,130,2016-04-30,2016-05-06
인천광역시,중구,용유동,운반급수,130,2016-12-22,2016-12-23
인천광역시,중구,용유동,운반급수,130,2017-01-14,2017-01-14
