"일자	",순위,토픽1,토픽2,토픽3,토픽4,토픽5,토픽6,토픽 키워드
2012.8.1,3,민주,대선,경선,후보,,,"행보,합동,선임,방배,절정,후보,동의,새누리_제주,처리,합동연설회,연설회,사장,방배_롯데캐슬,금융전문가,민생행보,제주,태풍_영향,비극,준비,영향,경선후보_제주,폭염,제주항공,민주,제주_표심,롯데호텔,항공,민생,사건,태풍,새누리_대선,전문가,임명동의안_처리,현대사,제주_합동연설회,법관,현대사_비극,남해,경선,제주_표심_공략,썸머페스티발,제주_롯데호텔,표심_공략,방배_롯데캐슬_썸머페스티발_시작,폭염_절정,공략,남해안,임명,시작,박근혜,대선,금융,신임,썸머페스티발_시작,새누리,롯데캐슬,표심,새누리_제주_합동연설회"
2012.8.1,4,분기,이익,영업,환경,,,"상반기_영업이익,규모_설치공사_계약_체결,부도,가까이,계약,신성이엔지,산업,실적개선_기대감,에너지솔루션즈,영업익,취득,보일러,행사,매각_공고_불구_유찰,공고,규모,규모_단말관련기기,분기,성수기,매수,모뉴엘,전년,기아차,이익,인수_추진,최고,자원,운용,현대건설,서울식품,시설투자,채무보증_결정,유럽계,큐셀,음식물,신탁,업종,장외,상반기,계약_체결,녹십자,통합,규모_설치공사,한국컴퓨터,생생코스피,쌍용차,유상증자,코스피,동아지질,서울,자사주_신탁계약,솔루션즈,매각,엔케이바이오,상장,에셋코리아,전년비,자산운용,자회사,매각_공고,설치,프론,처분,유상,긍정_평가,공사,장외처분_결정,결정,평가,독감_백신_성수기_진입,옵티,신청서,증자,금강제강,단말,규모_공사,채무,신주,외국인_매수주체,업종_변경,생생코스닥,확정,폐지,금융,드라이버,부도_발생,판매량,판매,마케팅,독감,백신,일간,수주,어음,시설,창해,체결,인수,규모_어음,매각_유찰,현대차,환경,에너지어링,추진,접수,규모_환경,규모_시설투자,대우증권,한화케미칼,신장,상품,엠피씨,규모_시설투자_결정,취득_결정,영업_드라이버,미래,삼성화재,이녹스,규모_공사_수주,기초시설_사업,잘만테크,교체공사_계약,구축,보증,옵티시스,코스닥,불구_유찰,기기,서울식품공업,지주,자원화_시설,독일_큐셀_인수_추진,상아프론테크,해운,규모_어음_부도_발생,생생,파워로직스,발생,영업_드라이버_긍정_평가,공동마케팅,진입,테크,베어링,한국항공우주,도매업,주체,불구,거래,유찰,이의,상아,종합_도매업,독일_큐셀,하남시_음식물,대한항공,창해에너지어링,자산,네트웍스,규모_보일러,시스,수익,식품,한국큐빅,베어링_자산운용,공동,추구,독감_백신,동양매직,성수기_진입,회사,동양시스템즈,외국인,변경,급락,주주_청약률,에너지,엠피,종합,긍정,상반기_영업익,미래산업,자사,통합_보수정비,계열사,상장폐지,영업,독일,하남시,관련_이의신청서_접수,컴투스,공급계약_체결"
2012.8.1,5,주가,많이,투자,의견,,,"주가,투자,의견,많이"
2012.8.1,6,런던,올림픽,차르,시간,,,"차르,펜싱,오심,올림픽,바바라,신상,타이머,강전,하고,파문,열린_올림픽,신아람_오심심판,판정,선수,사우스,피스트,열린,에페,공개,심판_바바라,공개_파문,올림픽사진공동취재단,경기대,시간,바바라_차르,고개,런던,숙인,심판,펜싱_에페,숙인_채_피스트,신아람,차르_신상"
2012.8.1,7,김영환,고문,중국,우리,정부,책임,"총수,김영환_고문,대통령,고문,책임,재벌,우리_정부,구명,방문,재벌총수_구명운동,비판,박근혜,감자,공개_비판,운동,정부,공개,아파트,우리,독도,깡통,김영환,안철수,중국,깡통_아파트"
2012.8.1,8,박지원,체포,동의,국회,,,"다툼,철광석_운송권,강화,처지,불똥튀나,제재,철광석,조선사,이란,운송,나란히,다툼_조선사,철광석_운송권_다툼_조선사,국회,美_이란제재_강화,나란히_체포동의안,동의,정두언,박지원,불똥,체포,당혹,튀나"
2012.8.1,9,소비자,물가,전년,동월비,상승,,"물가,소비자,상승,동월,전년,최저,동월비"
2012.8.1,10,위닉스,제습기,판매,증가,실적,개선,"제습기,제습기_판매_증가,증가,실적_개선,제습기_판매,위닉스,개선,실적_개선_기대감,판매,상향,기대감,유플러스,실적"
2012.8.2,1,새누리,공천헌금,민주,국회,의원,매관매직,"공천헌금,광범위,檢_철저히_수사,명목,부산,범죄,철저,차질,외압,후쿠시마_원전,압력,수사_착수,당사자,박지원_방탄국회,진술_확보,하고,강사업,구태,시대,의혹,與野,여야_공천헌금_검찰,위원,공방,적극,세종경찰서_사이버범죄,동시_수사,현영희,與野_공천비리,여야,전기봉,일찍,새누리당,조직,수사_충남도,국회,축소,선진당,박근혜_치명타,당사자들,김영환,헌금,사고,중앙선관위,중앙,진술,비리,천만,민주,세종경찰서,선관위,수사차질,현기환,매관매직,대강,서울,대선_대형_악재,누리,저축,비서관,우리_조직_와해_시도,대선_대형,검찰,인격살인,외압_구태,공사,대형,네트워크,북한,비자금의혹_철저히_수사,어떻게,고위,일본_검찰,파장,박근혜,대선,비자금,공개,보해,악재,우리,새누리,임내현,박지원,예고,와해,방탄,와해_시도,본격수사_착수,수사,부산지검,공천,일찍_공개,수사_축소,검찰_수사_의뢰,수원지검_수사,차입금,사업,의원,전기,수사의뢰,사이버,공천헌금_의혹,개혁,은폐,원전,시도,개월,충남도,혐의,후쿠시마,수사당국,김영환_북한민주화,선진,공천헌금_비리,최고위,의뢰,포착,여야공천헌금_수사착수,경찰서,사이버범죄,임내현_의원,목소리,수사_의뢰,홍준표,수사_파장,우리_조직,비자금의혹_철저히,여야_공천헌금,수사_어떻게,착수,수원지검,약속,당국,철저히_수사,고위층_압력,공천개혁,철저히,직전,검찰_수사,동시,무마,종합,일본,정부,수사_은폐,언론,식물,박영선,연구위원,확보"
2012.8.2,2,런던,올림픽,영국,승마,단체전,은메달,"기타,펜싱,벌써,선전,순항,여자양궁_개인전,역대_최다_금메달,단체전,수영,양궁,유도,황예슬,기타지마,개인_양궁,한국,남아,태권도,양궁_체조,영국,여자_펜싱,여신,최다,체조,여자,레이스,여자양궁_개인전_금메달,메달박스_태권도,핸드볼,박스,개인,역대_최다,올림픽,메달,승마,동률,금메달,김지연,역대,북한,기보배,메달박스,종목,수영영웅,양궁_체조_핸드볼,은메달,올림픽_메달레이스_순항,여자양궁,기보배_금메달,올림픽_메달레이스,런던올림픽_여자,런던,축구,개인전,벌써_동률,영웅"
2012.8.2,3,분기,영업,이익,전년,동기,,"이익,분기,영업,김영환,동기,전년,운동,전년_동기"
2012.8.2,4,한국,경제,위기,부동산,시장,,"진입,울산,가계부채,유럽_재정위기,수익률,가계,금융위기_확률,리스크,재정,위자료,가계빚,경매,위기,이혼위,침체국면,시장,수익률_뻥튀기,처분,수익,부동산시장_침체,이혼위자료,확률,자료,부동산,한국,경제_위기,금융시스템_리스크,침체국면_진입,수익형_부동산,주의보,재정위기,침체,부동산_경매처분,위험,유럽,금융,뻥튀기,울산_부동산,부동산_시장,이혼,국면,유럽위기,금융시스템_리스크_발생,금융위기,경제,발생,한은,부채,부동산시,울산_부동산_시장"
2012.8.2,5,은행,통화,정책,회의,은행면허,진통,"통화,논란,특혜,쌍용건설,은행면허,특혜논란,매각,은행,진통예고,헐값,회의,면허,진통,예고,정책,쌍용건설_매각_진통예고,쌍용건설_매각"
2012.8.2,6,대선,지지,후보,선정,,,"후보,선정,지지,대선_지지,대선"
2012.8.2,7,생생,규모,공급,계약,체결,,"지에스,소송_승소,공모,특허,무효,계약,추진,투영,건설,조회공시_요구,자금_유치설,취득,법인,행사,감자무효,규모,최대,상장_첫날_공모가,지정예고,우선주,승소,건설_프로젝트,취득_결정,태양광_발전소,캄보디아,상한가,가상이미지_투영시스템,성실공시법인,자금_유치설_조회공시_요구,코스닥,투비소프트,감자,선도소프트,제이씨케미칼,상장_첫날,생생,톱텍,상한가_급등,첫날,나노스,공급,사상_최대_실적,주주,상장,바이오디젤_공급계약,이미지,지정,시공테크,자금,선언,사상_최대,실적,결정,유진테크,유치설,예당,현대아이비티,조회공시,공시,가상,생생코스닥,공모가,테라움,자사,조정,소송,발전소,자사주,바이오디젤,성실,예고,체결,태양광,사상"
2012.8.2,8,공급,감소,가격,폭등,원,상황,"공급_감소,상황,가격_폭등,가격_폭등_원,감소,가격,폭등,공급"
2012.8.2,9,한국얀센,신임,대표이사,김옥연,사장,선임,"레슬리_윌리엄,부행장,이경근_이사장_선임,김옥연_사장,브리지스톤_코리아,선임,이혜자_신임대표,브리핑,레슬리_윌리엄_포레스트_선임,우석대_초대_부총장,국민은행,이사,초대,우석대,사장,한국,코리아,수성,포레스트_선임,지원,제주,이경근_이사장,경영지원그룹_부행장,생명,최규남씨_선임,우석대_초대,최규남_씨_선임,신임_대표이사,한국얀센_김옥연_대표이사_선임,대표이사_선임,이경근,이사장,최규남씨_선임_外,대표,제주항공_신임,이혜자_신임대표_선임,신임사장,제주항공,포레스트_대표,항공,한국얀센_김옥연,경영,포레스트,신임_대표이사_선임,제주항공_신임_사장,김옥연_사장_선임,이혜자,윌리엄,최규남,대표이사,한국얀센,이헌_선임,레슬리,김옥연,신임,이헌,부총장,브리지스톤,그룹"
2012.8.2,10,우선,협상,대상,선정,,,"우선,서울신용평,우선협상자,서울,대유에이텍_선정,에이텍,매각_우선협상대상자,협상자대유에이텍,매각,서신평_우선협상자,협상자,서신평,우선협상대상자,정보,대상자,대상,신용,서울신용평가정보_우선협상대상자,협상,선정,서신평_우선협상자_대유에이텍_선정,대유,대유에이텍,평가"
2012.8.3,1,스카이라이프,분기,영업,이익,달성,전년,"이익,한국폴리텍,대학,분위기,화합,사업구조_개편,쇄신,조직,분기,스카이라이프,영업,수익,목표수익_달성,구조,개편,취업,전년,달성,사업"
2012.8.3,2,당기순이익,분기,대비,감소,,,"분기,당기순이익,대비,당기,감소,순이익"
2012.8.3,3,텔레콤,분기,실적,저점,증권,,"텔레콤,개선,분기,증권,반전,상승,상향,기대감,상승_반전,저점,실적"
2012.8.3,4,북한인권운동가,김영환씨,새누리당,황우여,대표,,"북한인권운동가,북한,김영환,대표,인권,황우여,북한인권운동가_김영환씨,운동가,김영환씨,새누리당_황우여_대표,새누리당,새누리당_황우여"
2012.8.3,5,유럽중앙은행,실망,뉴욕증시,하락,,,"증시,유럽중앙은행,실망,뉴욕,뉴욕증시,하락"
2012.8.3,6,런던,올림픽,종합,순위,북한,미국,"순위,미국,북한,런던,올림픽,종합,종합_순위"
2012.8.3,7,시신,유기,의사,사망,여성,,"환자,유기,한밤중,시신,시신_유기,시간,사망_여성,주사,여성,미스터리,사망,의사"
2012.8.3,8,스페인,국채,금리,드라기,총재,,"추가,국채,인하,추가인하_시사,확대,드라기,거래,시사,수수료_인하,구제,가능,부양책,中_금리_추가인하_시사,주식,국채_매입,총재,수수료,개입,국채_매입_시사,매입,드라기_총재,주식거래,스페인,개입_가능,감세,금리"
2012.8.3,9,코스닥,회의,실망감,하락,출발,,"하락_출발,포인트,코스피,출발,코스닥,상승,회의,환율,하락,달러,실망감"
2012.8.3,10,펜싱,여자,플뢰레,단체,동메달,한국,"한국_女_탁구,단체전_메달_획득,획득,펜싱,단체전_동메달_획득,탁구,펜싱_여자,대표팀,메달,플뢰레,동메달,단체전,단체전_메달,단체전_동메달,남현희,여자,브라질,개인전,사상,플뢰레_대표팀,여자_플뢰레,펜싱_여자_플뢰레_대표팀,단체,한국"
2012.8.4,1,누리,공천,헌금,경선,박근혜,,"클럽,클럽나들이,경선_보이콧,의도,보이콧,다른_생각,다른_의도,박근혜,누리,결단,다른_결단,다른,수사,공천,애인,헌금,경선,강기,강기갑,남녀,남녀별,생각"
2012.8.4,2,새누리,대선,경선,예정,진행,,"반쪽,새누리,진행,경선,대선_경선,대선,대선_경선_예정,예정"
2012.8.4,3,비박,황우여,사퇴,경선,근혜,,"거부,비박,지도부,사퇴,주자,경선,황우여,근혜"
2012.8.4,4,런던,올림픽,잔디보호,돔구장,지붕,영국,"런던_올림픽,개인,돔구장,성추행,선전,농협_런던,잔디보호,농축산물,오진혁_금메달,연패,올림픽_선전,올림픽,런던_올림픽_선전_기원,행사,선전_기원,잔디,자살_문턱,자살,최대,양궁,악몽,유도,농협,금메달,돔구장_지붕,개인_양궁,오진혁,미국_유도,진종오,도전,영국,문턱,성추행_악몽,미국,기원_농축산물,할인,해리슨,런던,남자,지붕,보호,런던올림픽_남자,할인행사,기원,바람,관왕"
2012.8.4,5,검찰,새누리당,현영희,의원,자택,압수수색,"새누리당_현영희_의원_자택,현영희,수색,검찰,자택,압수,압수수색,새누리당_현영희,의원_자택,새누리당,의원"
2012.8.4,6,김영우,대변인직,사퇴,공천헌금,파문,책임,"공천헌금,대변인직,사퇴,새누리당_김영우,헌금,김영우,책임,대변인,파문,인직,대변,새누리당"
2012.8.4,7,박근혜,후보,후보직,사퇴,,,"전설적_포르노,대통령,박근혜,스타,공개,대통령_후보,전설적_포르노_스타,사퇴,후보,후보직,포르노,지지,안철수,박근혜_후보,전설,후보_공개지지"
2012.8.4,8,주말,폭염,낮,서울,,,"변화,가축,주말_내내,열대야,강화,기후변화_대응,주말_내내_폭염,철저,대응,건강,교도소,절정,기후변화,폭염특보_발령,제공,열사병,일사병_주의,서진,예방,요구,주의,살인,내내,폭염,생수,주말_폭염,내내_폭염,사태,발생,피서,고속도,폐사,기후변화_대응_요구,폭염특보,폭염_재해,태풍,예방_건강관리,누군가,내일_폭염_절정,서울,폭염_사태,정체,낮,일사병,살인폭염,감방,초비상,바지락,폭염_폐사,예방_건강관리_강화,더위,건강관리,피서행렬,전국,기후,행렬,비명,특보,재해,발령,주말,마리"
2012.8.4,9,한국,금메달,주인공,펜싱,단체전,,"단체전,펜싱,금메달,메달,주인공,한국"
2012.8.4,10,현병철,인권,인권위,조사,,,"갈등_봉합,인권위_조사,봉합,상임위원장_사퇴_만류,인권위,만류,갈등,상임,상임위원장_사퇴,현병철_인권위원장,인권위원장,원구성,사퇴,인권,조사,구성,위원장,현병철"
2012.8.5,1,새누리,대선,후보,경선,,,"참석,연석회의,후보자,연석회의_제안,박근혜_포함,황우여,박근혜,제안,대선경선_후보들,종합,대선,연연,포함,대선경선_후보들_연석회의_입장,새누리,후보,긴급,대표,경선,황우,입장,후보자_연석회의,후보들,연석회의_참석,연석회의_입장,대표직"
2012.8.5,2,한국,축구,대표팀,사상,올림픽,진출,"핸드볼,리그,올림픽,진출,대표팀,마쳐,여자핸드볼_대표팀_스웨덴,스웨덴,여자핸드볼_대표팀,축구,여자,여자핸드볼,사상,한국_축구,조별,한국"
2012.8.5,3,공천,의혹,사태,박근혜,책임론,,"공천,사태,의혹,공천_의혹,박근혜,책임론,박근혜_책임론"
2012.8.5,4,낮,최고,기온,폭염,,,"무조건,불법,불법주차_즉시,적발,정보공개정책과,열대야,주유소_휘발유값,새벽,즉시,전망,인재,가마솥더위_기승,열대야_연일,지역,서울_모든_區,맹위,불법주차_무조건,당분간,개도국,연일_기승,절정,불법주차_즉시_견인,가격_변동,수도,상승,최악,연일,개도국_인재,변동,휘발유,서울교육감_대선,최고,연일_기록적_폭염,보도블록,엄두,서울소아과,불법광고물_수거보상제_실시,정전,서울시,가마솥더위,대로,영향,서울_모든,주유소,폭염,전국_폭염,즉시_견인,모든,전국_가마솥더위,최악_폭염,피해,보도,보상,기록,주정차,서울,증여,건축,주차,신설,적발_즉시,최고기온,낮,수거,청주,판결,교육감,기온,연일_기록적,원장,더위,기승,광고물,정전_피해,견인,연속,전주,불법광고물_수거보상제,전국,폭염_절정,서울교육감_대선_러닝메이트,비수기_영향,가격,대선,복귀,공개,김준재,러닝메이트,정보,수도권,비수기,거리,서울지역,소아과,주유소_휘발유,모친상"
2012.8.5,5,여자,에페,단체,단체전,은메달,신아람,"에페_단체,아람,펜싱,단체_금메달,펜싱_사브르,은메달,펜싱_은메달,펜싱_사브르_단체_금메달,펜싱_단체전,에페,펜싱_여자,환호,메달,사브르,단체전,여자,환희,펜싱단체,단체전_은메달,펜싱결승환호,신아람,금메달,결승,펜싱_여자_단체전_은메달,단체"
2012.8.5,6,검찰,현영희,압수수색,공천,헌금,수사,"가족,현영희,공천헌금_수사_속도전,계좌,압수,압수수색,현영희_자택,속도전,공천헌금_수사,수사,공천,헌금,사무실,수색,방위,검찰,자택"
2012.8.5,7,용량,테이크아웃,커피,스타벅스,,,"다른_커피,커피전문점_용량,테이크,커피전문점_커피,차이,다른_커피_용량,커피전문점_실제용량,다른,매장,전문점,최대,제멋대로,스타벅스,커피전문점_커피_용량,아웃,테이크아웃_커피,고무줄,커피_용량_고무줄,투썸플레이스,커피,실제,커피전문점,커피_용량,용량,할리스"
2012.8.5,8,위험,도시,아파트,가구,,,"임신,섭취,수은,생선_섭취,위험,임신중,임신부,아파트,태아_위험,생선,태아,체내,집값_하락,도시,달해,집값,가구,하락"
2012.8.5,9,자녀,회사,재산,증여,과세,대상,"대상,재산,증여,재산_증여,자녀_회사,자녀,과세_대상,과세,회사"
2012.8.5,10,박근혜,국민,마음,사실상,사과,발언,"마음,사과_발언,사과,사실,국민,사실상,박근혜,발언"
2012.8.6,1,새누리당,공천,헌금,의혹,현기환,현영희,"인식,현기환,대학,대통령_후보,카드,거부,진실,공천,외식,결제,후보,공천헌금_진실_규명,경선,의혹,박근혜_후보,프랜차이즈,납부,후보_경선,경선_일정,새누리당_대통령,결제_거부,민주주,현영희,대통령,카드결제_거부,전국,등록금_카드결제,탈당_거부,보험사,박근혜,전국_대학,일정,새누리당,탈당,규명,사퇴,외식_프랜차이즈,공천헌금_진실,카드_납부,헌금,도착,진실_규명,사실,카드결제,등록금_카드,등록금,김문수,등록금_카드_결제_거부"
2012.8.6,2,새누리,대선,공천,의원,비박,,"명분,대선_걸림돌,걸림돌,실리,꼬리_문_공천추문,추문,제명,자중지란,꼬리,대선,비박,공천추문,공천,속전속결,새누리,의원"
2012.8.6,3,런던,올림픽,한국,메달,,,"핸드볼,런던_올림픽,배구,협회,난적_잡고,이탈리아,장애인,올림픽,메달,전라북,성금_전달,강전,전달,중국,한국,장애인배구협회,군단,성금,고창군,전라북도장애인배구협회,난적,첩첩산중,자력,확정,진출,지고,잡고,런던,여자배구,여자"
2012.8.6,4,전력,주의,발령,고리,호기,가동,"안전,전력비상_돌파구,주민,철회,점검,다신,현장,계획예방정비,국민,불상사_다신,가동_배경,호기,고리,불상사,전력,고리_원전,계획,국민_신뢰,가동,원전,정비,배경,고리원전,예방,월성,돌파구,주의,신뢰,안전성,사고,발령,전력비상,공감대,점검_현장"
2012.8.6,5,투자,증권,주식,펀드,,,"투자,주식투자,수익률,전자,채권,잠실_레지던스,국민연금_주식투자,카드사,시장,분기,변동,베스트_애널,배당,전기,최고,연금,수익_급감,시장대비_초과,수익률_양호,전기전자_업종,업종,신통,으뜸,스카이라이프,유통,비중,장기,천만,베스트,好好,자산배분형_펀드,시장대비수익율,외면,현실화,수익율,배분,전기전자_시장대비_초과수익,증가,전기전자_시장대비,원대,시총,중장기_수익성_양호,주식_수익률_으뜸,국민연금,오피스텔_인기,주식,자산,시장대비,증권,수익악화,대비,전기전자,수익,펀드,악화,국민,비중_증가율,잠실_레지던스_오피스텔_인기,채권형,인기,변동성,레지던스,급감,종목,주식_수익률,가장,중장기,오피스텔,키움증권,판매,업종별_수익,애널,양호,초과,잠실,국민연금_주식투자_수익률_양호,중장기_수익성,톱픽,초과수익"
2012.8.6,6,새누리,경선,수도,주자,,,"매립,북한강,새누리_경선주자_수도권,위탁_입씨름,요건,녹조,매립지,감면,식수원,주택_전매제한기간,가격_변동,수도,수도권_식수원,보유,취득세,혈세,휴가철_수도권,변동,손실,전세시황,팔당호,기간,수도권_주택_전매제한기간_완화,매매가_하락,과세,한강,비상,수도권_주택,휴가철,영향,입씨름,폭염,전매,시황,완화,골프장,주자,직영,서울,새누리_경선주자,전세,수도권_식수,주택,매매,경선,매달,식수,하락,위탁,수도권_식수_비상,제한,지속,양도세,비수기_영향,가격,수도권,비수기,새누리,전매제한기간_완화,팔당"
2012.8.6,7,은행,中企,대출,금리,인하,,"인하,불법,인하펀드_시행,집중단속,효과,中企_대출금리_인하펀드_시행,中企,집중,시행,제도,주택,특례보증,은행,펀드,국민은행,전세금,총기류,인하펀드,공사,시험,주행,오토바이_불법주행_집중단속,토익,세입자,관리법,보증,주택금융공사,토요일,오토바이_불법주행,세입자_특례보증,특례,금융,대출,오토바이,전세금특례보증제도_시행,단속,中企_대출금리,글쎄,금리"
2012.8.6,8,검찰,현영희,의원,소환,,,"현영희,의원_조만간_소환,압수물,주력,조만간,검찰,의원_조만간,소환,압수물_분석_주력,의원"
2012.8.6,9,非朴,경선,참여,누리,파행,정상화,"누리_파행_정상화,非朴,누리_파행,경선,정상화,누리,정상,파행,참여,경선_참여"
2012.8.6,10,시장,한국,세계,경제,,,"세계_곡물시장_주도,모임,환경,곡물,세계_곡물시장,경기주,세대,경제민주화_주도,언론,시장,기업_육성,주도,포럼,경제,육성,세계,기업,환경_농업,민주,농업,경기,한국"
2012.8.7,1,새누리,공천,헌금,의혹,파문,,"휴대전화_위치_추적,휴대전화_위치,덜미,누리,의혹_파문,전화,거짓말_릴레이,거짓말,릴레이,공천,위치,새누리,헌금,휴대,의혹,파문,휴대전화,추적"
2012.8.7,2,민주당,대선,후보,경선,,,"후보,경선,민주당,대선,민주당_대선"
2012.8.7,3,폭염,사고,전력,주의,경보,발령,"기업_부채,예비전력_위험,취약계층,수위,섭취,여름캠프,기록,가계,성희롱,예비,가계빚,예비전력,한국경제_뇌관,폭행,예비전력_위험_수준_예상,기록적,계층,기업_부채_위험단계,기록적_폭염,한국,전력,뇌관,임신,위험수위,수은,예상,기업부채,위험단계,경보,생선_섭취,위험,단계,임신부,주의,캠프,생선,태아,폭염,취약,사고,발령,경제,부채,여름,수준,기업,수준_예상"
2012.8.7,4,컴투스,분기,성적표,매출,영업,이익,"이익,분기,영업,매출,컴투스,성적표"
2012.8.7,5,녹조,한강,하류,확산,수돗물,악취,"악취,한강_녹조_하류,녹조_한강_하류,녹조_한강,주의보,녹조,수돗물,수준,하류,한강,확산,한강_녹조"
2012.8.7,6,신한,하나,은행,대출,금리,인하,"대출,동참,은행들,인하,은행,대출금리_인하,궁지,하나,대출금리_인하_동참,신한,금리"
2012.8.7,7,새누리,현기환,현영희,제명,,,"현영희,현기환,투자,투자활동,차단,제한,제명,의결,순환출자_의결권,의결권,제한_투자활동,신속,순환출자_의결권_제한_투자활동,악재,신속_제명,활동,악재_차단,새누리,신속_제명_의결,순환,지장,출자,순환출자"
2012.8.7,8,신당,당권파,창당,진보당,강기갑,대표,"분열,창당_수순,해산,통합진보당_해산,창당,당권,통합진보당,수순,당권파,구당권,분당,신당_창당,진보당_강기갑,진보,대표,구당,진보당,강기갑,진보당_강기갑_대표,신당,통합,현실"
2012.8.7,9,민주,대표,국회,요구,,,"컨택터스,국회_청문회_요구,사병,추진,국정조사,실질,폭행,출국금지,용역폭력_컨택터스,터스,노조_급습,국정,용역,컨택,노조원,민주_진상조사단,청문회,누가_컨택,요구,조직,국회,용역_모아_노조_급습,대표,컨택터스_실질적,폭력,컨택터스_폭력사태,사태,모아,실제_운영자,민주,진상조사단,출국,경찰,뉴스쏙,노조원_폭행,치밀작전,취소,허가취소,실질적_대표,재구성,조사,누가,조사단,노조,진상,용역_모아,허가,사병조직,전국,컨택터스_폭력사태_국회,급습,국회_청문회,민주당,박지원,실제,폭력사태"
2012.8.7,10,진보,정당,혁신,추진,모임,,"모임,혁신_추진_모임_시동,정당,진보,대중적_진보정당,추진,혁신_추진_모임,혁신,혁신_추진,시동,모임_시동,대중"
2012.8.8,1,누리,공천,헌금,의혹,현기환,기지국,"현기환,노다_일_총리,조기문,가닥,누리,조기,기지국,총리,수사,진실,공천,구속_수사,처리,증세,진실게임,의혹,조기총선,소비,현영희,통과,게임,조기총선_합의,소비세_증세,누리_공천헌금,합의,구속,총선,헌금,누리_공천헌금_수사,노다"
2012.8.8,2,민주,최저임금,박근혜,정상적,대선,후보,"논란,당황,노동부,요금,버스,금속노조_지부,최저,임금,새누리_대선후보들_최저임금,만도,시내버스,후보,동원,정상,정상적,노조,용역,탄압,지부,임금교섭권,대선_후보,노조_탄압,박근혜,용역_동원,대선,새누리_대선후보들,금속,새누리,버스요금,교섭,민주,최저임금"
2012.8.8,3,경찰,대표,소환,조사,혐의,,"경찰,조만간_소환,통진당,여론,여론조사_조작,이정희_진보당,이정희_통합진보_前,키로,영장,보좌관_영장,이정희씨_소환,진보,대표_보좌관,경선,조사,청구,경선_여론조작,공동,대표_소환,조사키로,의원,통진당_공동대표_소환,조작,혐의_이정희,공동대표,혐의,의원_보좌관,여론조작,보좌관_영장_청구,경선_조작,이정희_통합진보,통진당_공동대표,구속,보좌관,대표,진보당,조만간,대표_소환_조사키로,소환,이정희_진보당_前,소환_조사,이정희_보좌관,통합,이정희"
2012.8.8,4,세법,개정안,기업,소득,과세,,"직장,투자,소득공제,직불,부담,투자땐,현금,신용카드,신용,재형저축,리츠,지출,개정안,비용_세액공제율,비용,장기펀드_소득공제,세법,재산,부활,재형저축_부활,가량,과세,소득공제율_신용카드,현금영수증,소득공제_신설,직불카드,장기,적립식_저축,과세_재형저축,기업,리츠_주택,근로자,가입,세법_개정안,비용_세액공제,신설,저축,소득,카드,세법_개정안_발표,주택,포함,공제율,줄어,장기펀드,세액,신용카드_공제,펀드,영수증,중견,임대,적립식,공제,투자땐_소득공제,재산형,신용카드_소득공제,중견기업,직장인,신용카드_포함,원씩,카드_소득공제"
2012.8.8,5,검찰,현기환,의원,자택,압수수색,,"부산지검,현기환,의원_자택_압수수색,수색,검찰,자택,압수,압수수색,의원_자택,의원"
2012.8.8,6,새누리,경선,토론,공천헌금,공방,,"공천헌금,토론,새누리,공천헌금_공방,경선,새누리_경선,새누리_경선_토론,공방"
2012.8.8,7,올림픽,한국,역도,메달,전상균,,"획득,한국_역도,역도,전상균,메달_획득,실패,올림픽,메달,한국"
2012.8.8,8,미국,유럽,경기부양,기대감,상승,,"사자,내림세,열대야,평년_기온,부양책,부양,마켓워치,시장,전국_무더위,기온_내림세,움직임,장중,상승폭_확대,상승,시대,끝자락,기대감,달여,달만,이익,경기부양,에스에프,자락,평년기온_회복,무더위,순이익,경기부양책,유럽,살인,폭염,국면,태양광_시장_회복,확대,코스피,서울,워치,회복,위기,마켓,수익,기온,평년_기온_회복,코스피_장중,선물,외국인,평년,출발,종목,전국,종합,태양광_시장,미국,상승세,경기회복_국면,에스에프씨,주말,태양광,경기부양책_기대감,살인적_폭염,경기"
2012.8.8,9,수돗물,공포,확산,한강,녹조,물질,"함유량,환경,오염,북한강,정수,적발,발암,함유량_매우,꼬리표,독성_분비_물질,녹조,공포,처리,업체,인천,사각지대,독성,인천시,수돗물_공포,검출,식약청,악취,서구,서울시,매우,남조,오염물질_배출업체,한강,한강_녹조,발암물질,비상,유통,한강_하류,수돗물_공포_확산,콜라,정수처리,녹조_비상,안전,독성_물질,역대_최고치,콜라_발암물질,독성_분비,인천_서구,환경사각지대_꼬리표,간불,남조류_독소물질,안전수준,악취_물질,기준,유발,국내_유통_콜라_발암물질,수돗물_안전,분비,배출,역대,하류,독소물질,지오스민,물질,독성_유발물질,상수원,적발률,전국,인천시_상수원,악취물질_기준치,수돗물,남조류_독소물질_검출_無,최고치,확산,독소,위반,환경사각지대,초과,수준"
2012.8.8,10,안산,경찰,용역,업체,폭력,,"경찰,경찰청장,본의,김기용,폭력사태_유감,표명,점검,의지,청장,안산,일제,김기용_경찰청장,사태,국민,유감,취임,폭력,업체,용역업체_일제_점검,용역,용역업체_일제"
