"일자	",순위,토픽1,토픽2,토픽3,토픽4,토픽5,토픽6,토픽 키워드
2012.1.1,1,유럽,재정,위기,증시,,,"최대_변수,정권교체_주목,선거,증시,실물경제_본격_위축,유럽_위기,재정,교체,회복,실물경제,오바마,유럽,위기,재선,정권,경제회복,최대,주목,경제,위축,변수"
2012.1.1,2,새해,예산안,국회,본회의,통과,,"면죄부,본회의,연속_합의_처리_불발,적발,한국판,내장,연속_합의,연말,새해_예산안_본회의_처리,버핏세,처리_언제나,처리,기부금,예산안_처리,단독_처리,영수증_적발,청목회,기습처리,여야,입법로비_면죄부법안_기습_처리,예정,국회,입법,국세청,새해,언제나,국회_예산안,로비,법사위,제대로,법안,입법로비_면죄부법안,가짜_기부금,종교,합의_처리,청목회법,한국판_버핏세,사법,방송,단독,소득,예산안,기습,판매대행법,한나라당,새해_예산안,불발,영수증,기관,사법처리,종교기관,통과,기부,공제,연속,기습_처리,사실상,박근혜,처리_불발,국회_법사위,방송광고판매대행법,합의,예산,가짜,국회_기습처리,본회의_처리,광고"
2012.1.1,3,삼성,이건희,회장,글로벌,위기,투자,"참석,회장,삼성_이건희,이건희,투자,연속,재용,어떤_화두,부자,글로벌,어떤,이건희_회장,위기,이재용,주식,이건희_어떤,주식부자,이건희_어떤_화두,화두,삼성"
2012.1.1,4,경찰,학교,폭력,구속,수사,확대,"경찰,확대,추진,사범,서클,광주_중학생,고소,불량,폭행,수사,학교,학생,구속수사_확대,구속_수사,학교_폭력,광주,중학,구속수사,사망,학교폭력_사범,해체,초등생_학교폭력,방침,고소장,폭행_학생_수사,학교폭력,광주_중학생_사망,구속,폭행_학생,초등,전쟁,불량서클,폭력"
2012.1.1,5,주택분양,시장,블루,새해,문,연다,"강남,투자,미성동_주택화재,건설,보금자리,서울_청룡동,시장,상표권,가시밭길,도시,블루,릴까,도시형,분양,연다,화재,청룡동,정릉,손절매,심리,새해,주택분양_시장,주택_손절매_전략,피해,주택_구매,보금자리주택,원칙,서울,전략,패소,상표권_침해소송,동부건설,주택_손절매,상표,강남_오피스텔,주택,서울_정릉동,정릉동,서울_정릉동_주택_불,구매,선물,동부주택건설,상표권_침해소송_패소,침해,투자심리,새해_문_연다,오피스텔,소송,미성동,화상,동부"
2012.1.1,6,무역,흑자,달러,전년,감소,,"대비,전년대비,감소,무역,전년,흑자,달러"
2012.1.1,7,김정남,김정일,사망,직후,조문,,"유해,물다,김정일_사망직후,추도,비상대기,보수단체_보안법,추도기간,부인_이수자,추도기간_종료,고발,김정일_국방위원장_추도기간_종료,시대,철권통치,요미우리,특수부대,기간,김정일_사망직후_귀국,김정일_사망후,특수,김정일,국방,윤이상_부인,비상,김정일_조문,김정일_사망_직후_귀국,김정일_조문_이수자씨_입국,보수,김정일_참배,단체,이수자,보도,김정,대기,보수단체_보안법_위반_고발,사망_직후_귀국,김정일_사망,조문,訪北,보안법,윤이상,김정일_사망후_박근혜,안철수,입국,위원장,김정일_사후,김정남,사망,이수자씨_입국,종료,김정일_국방위원장,박근혜,사후,남북,지지율,위반,부인_입국,귀국,訪北_윤이상씨,참배,남북관계,위반_고발,부인,부대,김정일_사망_직후_조문"
2012.1.1,8,신년,김정,유일,영도,충성,강조,"김정,유일,확립,강조,등장,신년,유일적_영도,미군_철수,충성,유일적_영도_확립,영도,미군,철수"
2012.1.1,9,남영동,대공분실,故,김근태,고문,조화,"경찰,나와,김근태_추모,감동,근태,분향소_설치_의견,고문_당한,김근태_고문_조화,남영동_대공분실,추모,현장,설치,고문_조화,대공분실,고문,당한,의견,김근태_추모_조화,조화,대공,故_김근태_고문_조화,남영동,분향소_설치,고문_현장,김근태_조화,분향소,고문_현장_대공분실,김근태,김근태_고문,경찰관,분실"
2012.1.1,10,김정,체제,앞날,한반,한반도,전문가,"체제_앞날,김정,한반도,실망,체제,대남,전문가,체제_앞날_한반,한반,대남_비난,비난,앞날"
2012.1.2,1,대통령,신년,국정,연설,,,"일단,바긴,유효,대통령,연설,신년,신년_국정연설_내용,현상,그랜드,對北,현상_유지,의미,유지,국정,정책,신년_국정연설"
2012.1.2,2,경찰청장,신년,신년사,학교폭력,근절,강조,"수사과장,경찰,사퇴_요구,신년,누필,경찰청장_사퇴_요구,경찰청장_신년,수사,학교,조현오,조현오_경찰청장_사퇴_요구,일선_수사과장,강조,경찰청장,경찰청,학교폭력_근절,경찰청장_사퇴,근절,조현오_경찰청장,황정,요구,일선,사퇴,청장,과장,폭력,신년사,경정"
2012.1.2,3,기아차,지난,판매,전년,대비,,"쌍용차,역대_최대,선거,내수,대통령,한해,전월대비,증가,적발,지난,사범,지난달_내수,전월,주식,지방,전년비,판매,대비,상품,최대,지난달,전년,역대,기아차,현대기아차"
2012.1.2,4,총선,대선,선거,시민,,,"선장,선거,경선구,박근혜_총선,시험대,박근혜,대선,위력,여전,구도,민주_경선구,총선,다크호스,경선,안철수,박근혜_총선_시험대,시민,민주,대선구도"
2012.1.2,5,코스닥,새해,거래일,상승,출발,순항,"거래일,새해,출발,코스닥,상승,거래일_상승,거래일_상승_출발,순항"
2012.1.2,6,광주,자살,중학,학생,폭행,,"원인,수시로_폭행,수범,광주_중학생,폭행,솔선,학생,현장,자살,동급생,자살_원인,수시로_대화,대화,광주,중학,동급,수시로"
2012.1.2,7,비대위,위원,디도스,의원,,,"현역의원_연금,키로,당키,한나라당_비대위,공천,정당,처리,단독_처리,디도스_책임,위원,최구식_의원,박근혜_예산,의원,비대위,연금,디도스,포기,한나라당_비대위_유감,한나라당_탈당,최구식_한나라당_의원_탈당,도의,최구식_한나라당_의원,현역의원_연금_포기_논의,지지도,탈락,도의적_책임,반드시,위축,인적,한나라당_인적,현역,한나라당_최구식,포기_논의,상실,최구식,단독,당키로,비대위_위축,한나라당,정당기능_상실,책임,사실상,박근혜,종합,쇄신,탈당,김종인_비대위원,논의,최구식_한나라당,끝장,예산,유감,비대,김종인,의원_탈당"
2012.1.2,8,기업,고졸,대상,청년,인턴,채용,"배상,규정,고졸,보호대상_포함,고졸_포함,택배,노점상,청년,채용,포함,인턴,개인택시,명문화,대상,보호,파손,기업"
2012.1.2,9,사회적,기업,육성,정책,지원,,"진흥,개소,사회적,강화,섬유,도민,보건,특례보증,중소기업_수출,자금,사회,섬유마케팅센터,중소기업,지원,보증,보건정책_강화,전국,섬유마케팅센터_개소,특례,섬유마케팅,수출,센터,육성,정책,기업,뉴욕,경기,경기도,중소기업_수출_진흥"
2012.1.2,10,설,차례상,비용,보다,증가,,"설_명절_차례상_비용,산모,증가,모든_산모_임신,전망,설_차례상_비용_얼마나,얼마나,설_차례상_비용,오른,비용_얼마나,설_명절_차례상,명절,임신,비용,지원,롯데마트,차례,원선,모든_산모,마트,출산,보다,차례상,차례상_비용,모든,출산비용"
2012.1.3,1,글로벌,재정,위기,유럽,기업,,"생산국,美_경제지표_여부,대학,언급,채권,경제교류,붕어빵,물가,국정,상승,제조업,실현,세계,어린,이익,예술,국정방향,불황속,유럽증시_급등,유로화_붕괴,사수,붕괴,세계경제_최대_뇌관,불우이웃,유로화,연설,전경련,승승장구,급등,기준,대비,줄푸세_정책,진정,폭락,부채_위험,해법,대통령,완전차별화,불황_경제불안감_확산,성금,북한경제,도전,호조,크루그먼,우리,한국경제,인권,세계경제_최대,선제대응,추가_상승,방파제,엄마,성금_기부,개최,글로벌,대응,여전,최대,기여,연일,진정_불확실성,수출_중심,녹색,전기,실물,제재,경제지표,기업,반사이익,금리,여부,독버섯,너무,정치불안,클러스터,재정,경제위기,경제지표_호조,리알,정신,구조,경제난,금융시장,불황_경제불안감,중소기업,뇌관,경제위기_빌미_反,기부,경제위험,완전,지속,산업클러스터_육성,녹색경제도시_실현,임진년,독일,세계경제,자유,불확실성,산업,붕어빵경제,전망,시장,줄푸세_정책_전환,한국,원인,사랑,방향,일자리,경제교류_확대,약세,운용,부동산값,티브이로직_경제불황속_불우이웃,상반기,부채,독일_경제,정책,경제불황속_불우이웃,글로벌_위기_실물경제,뉴욕,어린이,대학생,추가,중심_경제구조,교류,이슈,이란,무력시위,줄푸세,불안,연초,글로벌_경제위기_원인,이웃,연초_채권시장,불안감,북한,예술경제_캠프,상반기_경제,박근혜,광역,대선,확산,수출,금융,신년연설,포석,구조개혁,광역경제권_산업클러스터,불황,광역경제권,휴장,리스크,토달,실물경제,반사,불우,도시,경제_해법,성장,임진,부동산,암울,선제,도움,차별,개혁,경제_방파제,대기업,연일_무력시위,유럽,전환,과장,경제위기_빌미,안정,고민,경제권,빌미,어린이_예술,지표,증시,확대,글로벌_위기,광역경제권_산업클러스터_육성,신년,자신,글로벌_경제위기,위기,상반기_경제_암울,자산,티브이로직,너무_과장,신한,금융시장_사수,엄마사랑_어린,외국인,파리바,침체,위험,정부,워드,캠프,기준금리,도전정신,정치,티브이로직_경제불황속,육성,경제,중심,전력난"
2012.1.3,2,한나라,비대위,공천,물갈이,,,"강남,영남권_현역,연석회의,압도적,공심위_외부인사_구성,한나라,강화,추진,번지,공천,완전국민경선,공심위,한나라_영남권,경선,최악,국민,구성,검증,증폭,친이,의원,외부인사,대폭,일촉즉발,한나라_공천갈등_증폭,한나라_지지,현역의원_검증강화,비대위,분수령,완전,갈등,한나라_공천갈등,대폭_물갈이,지지율,영남권,물갈이,보수,지지,한나라_지지_압도적,현역,공심위_외부인사,압도,대대적"
2012.1.3,3,경찰,검찰,내사,지휘,거부,수사,"거부,수사,수사중단,경찰,내사,중단,검찰,지휘,사실상,검사,사실상_거부"
2012.1.3,4,박근혜,총선,공천,어떤,기득권,배제,"공천,총선,기득권,박근혜,어떤,배제,어떤_기득권"
2012.1.3,5,민주,통합,총선,대선,승리,,"변화,주자,대선_승리,근본적_변화_경험,유일,박세일,승리_경험,당권,근본,대선,근본적_변화,승리,근본적,강래,총선,이강래,경험,인터뷰,민주,통합"
2012.1.3,6,대선,레이스,공화당,아이오와,코커스,,"아이오와_코커스,아이오와주_코커스,공화_후보,공화당,공화,유력,롬니,시작,약속,추격,대선,격돌,미_대선_시작,대세,후보,코커스,허락,레이스,공화_후보_아이오와,아이오와,아이오와주,대세론"
2012.1.3,7,이해봉,의원,총선,출마,선언,,"재부상_조짐,이해봉,이해봉_의원,조짐,총선,친박_용퇴론,친박,선언,용퇴,출마_선언,재부상,출마,의원"
2012.1.3,8,중학,학생,진학,학교,,,"가능성,가능성_수사,광주_중학생,지도,학교폭력,학교,수사,학생,학생_지도,진학지도,진학,자살,상담,폭력,학생_지도_잘못,광주,중학,명퇴,교사"
2012.1.3,9,생생,코스닥,규모,계약,체결,,"신탁,한국종합캐피탈,규모_자사주,규모,계약,코스닥,생생,취득_신탁계약,체결,취득,자사주_취득_신탁계약,자사주_취득,자사,신탁계약"
2012.1.3,10,횡령,탈세,김학인,방송예술진흥원,이사장,구속,"정치권_로비,사건,방송,정치권,영장,탈세,이사장_영장청구,진흥원,예술진흥원,정치권_로비사건,수백억,한국예술진흥원_이사장,김학인_방송예술진흥원_이사장_구속,청구,구속영장,이사장_구속,방송예술진흥원_이사장_구속영장,사장,김학인,영장_청구,방송예술진흥원,교비,예진,혐의,한예진_횡령사건,수백억_횡령,구속,비화,김학인_방송예술진흥원,이사장,방송예술진흥원_이사장,횡령혐의_김학인,로비,한국예술진흥원,한예진,횡령"
2012.1.4,1,학교,폭력,가해,중학,학생,,"울산_한나라_의원,부산,상가건물,전망,건립,플랜트,분기,조계륭_사장,제조업,중학교_배정,예비후보들,학교폭력_홍보자료,현대차_울산공장_신년_시무식,예비후보,사장,공업,영구,울산_경찰,교육청,새해_전망,울산_제조업,사고,본격화,피해,경찰,현대차_울산공장,중학교,경남,예비,불만_고조,학교폭력_전담,공업도시,공약_대결,학생,중학,자료,플랜트업체,공립_대안학교_건립_본격화,사용,울산지역,건립_본격화,울산_초등생,울산_상가건물_불,수출,총선,울산지역_대기업,울산박물관,신년_시무식,공약,수준,농업,현대차,엄마,역세,전담,추진,대결_돌입,울산_상가건물,돌입,농업도시_추진,울산교육청,지역,홍보,학교,간담회,도시,유지,후보,조계륭,업체,보존,포니,울산역,의원,화재,경찰관_운영,불만,울산_한나라,대기업,운영,새해,배정,폭력,경찰관,투입,기업,예비후보들_공약,울산,공립,한나라,울산_상가건물_화재,울산_초등생_엄마,신년,고조,울산_총선,실적,시무식,열차,대결,공립_대안학교,건물,학교폭력,울산_제조업_새해_전망,초등,상가,양호,공장,대안,가해"
2012.1.4,2,경찰,검사,수사,사건,접수,경찰서,"거부,수사,경찰,검사_수사,경찰서,사건,전국,접수,검사,접수_거부"
2012.1.4,3,금융,기관,신년,인사,사회,중소기업,"신년인,상공,중소기업계,신년,개최,중소기업계_신년인사회,회의소,신년인사,민주통합_전북도당,사회,발걸음,기관,중소기업,참석,상공회의소,양산,금융,금융기관_신년인사회,인사,신년인사회,전북도당,양산상공회의소,중소기업계_신년인사회_개최,민주,통합"
2012.1.4,4,공화,아이오와,코커스,롬니,,,"아이오와_코커스,센토럼,탄력,승부,공화,대세론_탄력,롬니,관문,확산,대세론_확산,롬니_대세론_힘,대세,아이오와_미소,미소,코커스,샌토럼,롬니_대세론,아이오와,대세론"
2012.1.4,5,지난,상장사,파생상품,거래,전년,대비,"거래_필요성,상장,인식,파생상품_거래,대비,상품,지난,파생,거래,상장사,전년,필요성,파생상품"
2012.1.4,6,경찰,폭행,혐의,민노총,간부,기소,"기소,경찰,민노총_간부,경찰_폭행,민노총,혐의,폭행,간부,경찰_폭행_혐의"
2012.1.4,7,한국,투자,증권,펀드,,,"공모,이벤트,스마트폰,투자,거래,글로벌,자산,증권,평촌지점장_장모상,영프로,국민은행,펀드,파이낸스,영프,타켓리턴,평촌,보장,한국,장모상,현대증권,현대건설,사실상,운용,한국투자_글로벌타켓리턴증권펀드,지점장,뱅키스,무료,스코프,센터,판매,수수료,대신증권,전상재,교보증권,기업은행,골드,원금"
2012.1.4,8,소,값,폭락,군인들,덩달아,한우,"급상승,폭발,안재욱,소_값_폭락,안재욱_분노,그림자,한우,군인,군인들_덩달아_한우,분노,안재욱_분노_폭발,시청률,덩달아_급상승,군인들_덩달아,덩달아,폭락"
2012.1.4,9,공천,나라,현역,의원,,,"비대위원장,한나라당_비대위원원,이준석_비대위원,하버드,위원원,장제원,집단,공천,이준석,한나라당,이학재,출신,검증,위원장,위원,이계,반발,의원,박근혜_비대위원장,침묵,자문위원,비대위,박근혜,이학재_의원,비대위원,사퇴,박근혜_비대위원장_비서실장,비서실장,물갈이,원희목,비대,확인,현역,나라"
2012.1.4,10,대통령,김정일,사망,중국,방문,,"군_정보기관_구조적_문제,군부,한국_온다,김정,민간당료_사이,구조적,족집게,중국_방문,체제_안정,방문,김정일_사망,김정일위원장_사망때,약속,민간,역할,견제,온다,포스트_김정일,체제,구조,시대,포스트,화두,위원장,포스트_김정일_논의,포스트_김정일_시대,중국,차관보,사망,김정일_사후,한국,시대정신,방중,민간당료_사이_견제,대통령,한반도,정보기관,김정일,캠벨,대선,사후,캠벨_차관보,논의,사망때,안정,후진타오"
2012.1.5,1,한나라,비대위,위원,대표,,,"전당,키로,전대,거래_폭로,검찰수사_시작,돈봉투_전달,고승덕_내정,수사,전직,검찰_수사_임,내정,후보,매수,무관,파문,위원,전달,의원,특정,수사의뢰,봉투,비대위,대표_경선때,디도스,소상히,여야,의뢰,全大,물갈이,대표,물갈이_논란,발언,논란,사건,한나라,거래,발언_파문,고승덕_내정_취소,대회,취소,全大_돈봉투,진실,겨냥,폭로,한나라당,與_디도스_검증위,돈봉투,경선,검찰,검찰서,검증,검찰서_진실,대의원,전당대회_돈봉투,고승덕,전당대회_돈봉투_거래_폭로,폭로_고승덕,검찰_수사,파장,시작,전당대회,매수_파장,검찰_수사_의뢰키로,종합,폭로_파문,의뢰키로,고승덕_의원_주장_파문,디도스_검증위원,검증위,주장_파문,주장,고승덕_의원,전당대회_돈봉투_거래,자유"
2012.1.5,2,학교,폭력,망국,인성교육,학교폭력,뿌리,"초등학교,일진_네트워크,학년,성추행,충격,학교,초등교_일진회_실태,초등교,후보,일진회,실태,뿌리,네트워크,교육,일진,초등생,성인_범죄,초등생_공개_성추행,공개,침투,학교폭력_뿌리,초등생_공개,초등교_일진회,초등,인성교육,인성,폭력,망국"
2012.1.5,3,최태원,회장,불구속,기소,횡령,마무리,"최태원_회장,회장,불법,중국인,홧김,게임장,뇌물수수_공무원,불법_게임장,다른,활동,현직_경찰관,공무원_구속,허위_화물면허,구속영장,허위_화물면허_대,사업,구속기소,직원,운영_현직,화물운송사업_면허발급_공무원_구속,불구속_기소,현직,수수,여성,해킹_삼성카드_직원_구속영장,세무,화물면허,뇌물,운영,기소,공무원,광주_자살,영향,발급,전쟁,직원_구속영장,해킹,폭력,경찰관,횡령,마무리,뇌물_세무공무원,삼성,수석,최태원,조선족_여성,경찰,조선족,울산,구속_기소,구속영장_신청,경찰관_구속,근로자,신청,삼성카드_고객정보_해킹,약속,뇌물수수_공무원_구속,저축,영장,운송,조폭,학생,자살,광주,해킹_삼성카드,삼성카드_고객정보,울산경찰_조폭,오해,검거,부회장,조선족_여성_구속영장,중국인_근로자,최재원,구속,화물,정보,화물운송사업_면허발급,고객,면허,경제,허위,화물운송사업_면허,삼성카드,불구속,최재원_수석부회장,금품"
2012.1.5,4,지난,수출,사상,최대,,,"드레스,수출입은행,투자,주역,규모_글로벌본드,글로벌본드_발행,지난,규모_전년,방문,무역_흑자,부산,中企,글로벌,아프리카,역대최대,전망,점포,규모,중소기업_수출지원체계,보험,안심,상승,증권사,최대,극적_귀환,체계,귀환,홍석우장관,전년,외화,중국,조달,달러,손실,해외점포,지원,홍석우,일러,업자,환율,달러_글로벌본드_발행,무역,요구,사흘,수출입,달러_글로벌본드,중소기업_수출지원체계_점검,폐기,무역업자,상반기,교역량,시동,무역_흑자_규모_전년,장관,논란,극적,장면,증가,달러_강세,웨딩드레스_폐기장면,무역_흑자_규모,본드,마감,점검,전년비,상반기_증권사_해외점포,글로벌본드,은행,사흘째_상승,오른,부산_무역업자_아프리카,역대,중소기업,강세,출발,상반기_증권사,무역흑자,부산_무역업자,웨딩드레스,수출,공개,피랍,해외,규모_글로벌본드_발행,발행,무역보험,글로벌본드_발행_역대최대,투자_전망,교역,흑자,사상,외화조달"
2012.1.5,5,시민,사회,민주,통합,후보,,"수도권_교통혁명,예산_국회통과,예비,함운경,기득권_정책,교통,혁명,후보,사회,시민_혁명,시민,군산,예비후보,군산_함운경,선거,통과,군산_함운경_예비후보,선거혁명,복지,모바일,무의미,조직,국회,예산,수도권,기득,판세,정책,민주,통합"
2012.1.5,6,통일,외교,업무,보고,김정,회담,"인식,상황관리,대북,천안함,대화채널,대화_파트너_인정_시사,대화,전제,고위급,정세,파트너,정세_안정,구축,한반도,업무,통일부,류우익,대화채널_구축,고위급_대화채널,인정,고위급_대화채널_구축,그분,대화_파트너,남북_고위급,안정,연평도,상종,김정,통일,통일부_업무보고,대북대화,채널,사과,조건,상황,직위,회의,해결,인식차,회담,정세_안정_관리_목표,북한,시사,해결_회의적,대화_전제,남북,관리,인정_시사,보고,외교,남북_고위급_대화채널_구축"
2012.1.5,7,소,값,하락,사육량,돼지,늘어,"정부_부처,늘어,돼지_실장,돼지,사육,부처,사육량,실장,소_값_하락,하락,정부"
2012.1.5,8,기업,채용,시,연봉,공개,,"공직,여론,싱가포르,공직자_고액연봉,싱가포르_총리,채용_시_연봉_공개,채용,고액,총리,공개,비난,비난여,공직자_고액연봉_비난여,연봉,공직자,채용_시_연봉,연봉_공개,기업,총리_연봉,달래기"
2012.1.5,9,미국,증시,유럽,재부각,하락,출발,"혼조세,하락_출발,증시,출발,시작,재부각,김연아,뉴욕증시,대선,유럽,특파원,위기,뉴욕특파원,미국,정지원,드라마,미국_대선,남자,유럽위기,부각,다우,뉴욕,하락"
2012.1.5,10,건,소,값,송아지,,,"돼지고기,군납,육우,쇠고기,삼겹살,송아지,한우_소비_팔,당국,한우_소비,한우,대책,폭리,건_소_값,군납_돼지고기,육우_송아지값,제자리,폭락,소비자,업자,한우값_대책,분값,정부,마리_삼겹살,유통,마리,송아지값,안락사"
2012.1.6,1,한나라,전당대회,봉투,고승덕,의원,후보,"전당,고승덕_의원_돈봉투_폭로,한나라,금권,폭로_파문_확산,전대,대회,전대_돈봉투,폭로,후보,경위,파문,이계,의원,폭로_경위,선거,조전혁_의원,칼럼,고승덕,봉투,신문,전당대회,당대표,폭로_파문,확산,대표,금권선거,천만,돈봉투_폭로,조전혁,조전혁_의원_폭로,판도라,고승덕_의원,발단"
2012.1.6,2,한나라당,봉투,의혹,검찰,수사,의뢰,"수사,의뢰,봉투,검찰_수사,한나라당,검찰_수사_의뢰,검찰,의혹"
2012.1.6,3,의원,지역,국회,회의,,,"효과,강화,개최,통합진보당,지역,공작,학교,김중수_총재,관제,의원,참석,개혁,학교폭력_대책,회의적_반응,반응,김중수,국회,폭력,경찰관,정책,中_금융공작회의_개막,통합,중앙은행_총재회의,출국,경찰,총재회,전략,폭력근절_경찰관제_효과,학교폭력_대책_회의,대책,한진해운,개막,회의,개혁_논의,토빈,기관,유로존,폭력근절_경찰관제,총재회의_참석,감독강화,전국,전국금융공작회의,근절,금융,논의,감독,총재,중앙은행,진보당,토빈세,한진해운그룹,금융공작회의,강릉,지역위,그룹"
2012.1.6,4,경찰,정경아,사건,재수,수사,자살,"탄원,경찰,내사,사건,수사_내사종결,정경아,지휘,정경아_사건,내사종결,단순_진정,수사,자살,재수,진정,종결,단순,타살"
2012.1.6,5,미국,전쟁,전략,폐기,오바마,,"핵_폐기땐_경제지원,한반도,지원,병력,전략,중시,동시,한반,아시아,아시아_중시,병력_감축,동시전쟁_전략,오바마,지상군,미국,폐기,전쟁,주력,안정,감축,경제,전략_폐기,평화,경제지원,병력감축"
2012.1.6,6,검찰,회장,구속,기소,,,"시위대_유혈진압,징역형_선고,회장,기소유예_처분,뉴스파일,사형,무바라크,폭행,시위대,범죄자,유예,여친_폭행,상고_포기,추행,김성수,혐의,포기,여친_폭행혐의,구형,檢_수뢰_혐의,대법,진압,기소,여친,김성수_기소유예,성추행_혐의,유혈,천신일_대법,선고,여자,횡령,대낮,기소유예,건설사_회장,경찰,천신일_대법_상고_포기,성추행,혐의_연예인,출소,출소_하루,사형_구형,연예인,건설사,하루,수뢰_혐의,여자친구,처분,검찰,여자친구_폭행,중학,대낮_중학생_성추행_혐의,이집트,대형,수뢰,친구,상고,징역형,대낮_중학생,횡령_혐의,구속,폭행_혐의,천신일,대형_건설사"
2012.1.6,7,검찰,디도스,사건,비서,공동,범행,"배후,비서,특검,사건,미흡,간다,디도스_사건,공동_범행,검찰,디도스,범행,여야,공동"
2012.1.6,8,삼성전자,영업,분기,사상,최고,실적,"합법화,지난,광고영업,영업이익,광고영업_폐해,가능,최고_실적,합법,분기,종편,기준,폐해,최대,사상_최대,종편_직접광고영업_폐해_불,실적,승자,이익,최고,약탈,종편_직접광고영업,약탈적_광고영업,독주,약탈적_광고영업_합법화,분기_사상,최고실적,영업,삼성전자_영업이익,매출,삼성전자,사상,삼성,광고,영업이익_기준,분기_사상_최고실적"
2012.1.6,9,돈봉투,박희태,국회의장,사람,전혀,사실,"봉투,사람,돈봉투,사실,박희태_의장,국회의장,의장,전혀,박희태"
2012.1.6,10,국방,전략,미군,유지,,,"인증,자살폭탄테러,전략,가용자원,국제표준,필요성,유지,겨냥,자살,대비,폭탄,사망,이라크_시아파,획득,자원,이라크,정규,시아파,연쇄테러,시리아,대한생명,연쇄,국방,임무_지목,임무,이라크_연쇄폭탄테러,달해,균형,안보,사상자,필요성_균형유지,가용,정규전,테러,겨냥_연쇄테러,미군,재난,재난대비,이라크_시아파_겨냥_연쇄테러,지목,폭탄테러"
2012.1.7,1,한나라,전대,전당,대회,,,"자리,일요일,조짐,휴게소,식당,비서,돈봉투_의혹,전대_돈봉투_살포설,의혹,파문,사과_검토,출두,봉투,계좌,고속버스_휴게소,의원_일요일_소환,기회,全大,의원_일요일,불똥,돈봉투_폭로,용퇴,검찰_출두,소환,민주,맹공,음모,걱정,제기,결과,고승덕_의원_내일_소환,정치권,명분_확보,양상,全大_돈봉투,진실,사과,검토,폭로,살포설,음모론_제기,검찰,위원장,연타,박희태,전당대회_돈봉투,대의원,명분,고속버스,돈봉투_파문,親李,박근혜,총선,튈라,녹다운,고승덕_의원,전당,봉투_살포설,사전준비,전대,버스,수사,후보,최대,의원,한편,종착,박근혜_위원장,용퇴론,하필,비대위,한나라_의원들,여권,디도스,게임,한나라_돈봉투,준비,급부상,사전,인물,돈봉투_의혹_진실게임_양상,바람,한나라,대의원들,계좌추적,대회,위기,정치권_줄소환,전대_돈봉투,한나라_돈봉투_파문,한나라당,돈봉투,변수,주변인물,주변,전당대회_돈봉투_폭로,계좌추적_결과,패닉,당내,친이,뇌관,고승덕,출발,추문,계좌추,진실게임_양상,일파만파,쇄신,한나라_전대,정치,긴장,추적,줄소환,음모론,확보"
2012.1.7,2,국회,의장,의원,정무수석,,,"국회,정무수석,의장,수석,의원"
2012.1.7,3,여주,학교,폭력,학생,,,"자식_상처_생각,호소,가해자_처벌,그래도,선처,소득,관용,부모,여주,자식_미래,학교,미국,학생,가해자,부모_소득순,상처,자식,폭력,자식_상처,피해_부모들,소득순,미래,처벌,피해,생각"
2012.1.7,4,낮,평년,기온,경북동해안,눈발,,"동해안_눈발,눈발,평년,동해안,기온,추위,경북동해안,평년_기온,해안,경북,경북동해안_눈발,낮"
2012.1.7,5,세기,국방,전략,중국,,,"주한,중국견제_평택기지,기지,평택,압박,전략,방위비_분담,분담,국방,방위비_분담_압박,견제,방위비,수도,주한미군_방위비,세기,주한미군_방위비_분담,중요성,미군,주한미군,중국,한국"
2012.1.7,6,경찰,경수로,폭발,소문,수사,착수,"경찰,출렁,증시,경수로폭발,북한,북한_경수로_폭발,착수,폭발,북한_관련_괴소문,루머_수사,경수로_폭발,루머_수사_착수,루머,경수로,소문,수사,북한_경수로,괴소문"
2012.1.7,7,뉴욕증시,혼조,미국,유럽,지표,,"증시,금값,유가,달러화,뉴욕증시,유럽,혼조,미국,개선,뉴욕증시_혼조,달러화_강세,뉴욕,강세,지표"
2012.1.7,8,지하철,창동,회기,하행선,운행,중단,"운행중단,불편,하행선,대중,지하철,중단,교통,시간,회기,대중_교통_불편,주말,창동,운행,대중_교통"
2012.1.7,9,김효재,박희태,그런,사실,,,"김효재,사실,그런,그런_사실,박희태"
2012.1.7,10,정동영,박원순,폭행,여성,불구속,기소,"박원순_서울시장_폭행,원생_상습폭행,서울,치료,폭행,공포,시장,보육원,정동영,보육,청구,상습,치료감호,불구속_기소,박원순,보육지도원,여성_불구속,추행,여성,기소,원생,지도원,치료감호_청구,박원순_서울시장,불구속,감호,강제추행,강제"
2012.1.8,1,검찰,고승덕,의원,한나라,사과,검토,"한나라_대국민_사과_검토,고승덕,돈봉투_파문,한나라_대국민,봉투,한나라,고승덕_의원_검찰_출석,겨냥,대국민,사과,검토,검찰,파문,사과_검토,검찰_출석,고승덕_의원,출석,의원,특정"
2012.1.8,2,위안부,중국인,일본,대사관,화염병,,"주한,주한_일본,화염병,화염병_투척,일본_대사관,대사관,위안부_사과,중국인,위안부,남성,주한_일본_대사관,일본,사과,투척,중국인_남성,중국,검거,남성_검거"
2012.1.8,3,女超,학교,폭력,대처,교사,여교사,"대처,대처_고민,여교사_학교폭력,학교폭력,여교사_학교폭력_대처_고민,학교,고민,학교_폭력,폭력,여교사,학교_폭력_대처,교사,女超"
2012.1.8,4,재정,정부,차관,김동연,교과,이상진,"군사독재,이상진,차관,김동연,재정,학교,차관급_인사,단행,칠레_우파정부,칠레,불발,교육,군사,우파,교과,독재,정부,기재부,인사,칠레_우파,지지,정책,역사,기재,차관급_인사_단행"
